sigma,n_pairs,dprime_analytic,h0_bottleneck_normalized,h0_standard_error
0.5,16,17.72453850905516,0.7757313972657962,0.04015432282322682
0.75,16,11.816359006036775,0.5231673438814834,0.0546725488242333
0.8,64,11.077836568159475,0.48278169285788647,0.017751491653826324
0.9,64,9.846965838363978,0.3925046996510681,0.017295663294084967
1.0,64,8.86226925452758,0.3516217375627174,0.015626492078373307
1.1,64,8.056608413206892,0.2871590983453101,0.016257682547038774
1.2,64,7.3852243787729845,0.27637078040077834,0.015457297322875917
1.3,64,6.817130195790447,0.21988148074746827,0.013082524354895798
1.4,64,6.330192324662558,0.2534030777315148,0.014491190963900445
1.5,64,5.9081795030183875,0.21478925397185455,0.012401951499389162
1.6,64,5.538918284079737,0.17900194053628515,0.00923357751594762
1.7,64,5.213099561486812,0.18232153556249414,0.00932532905020467
1.8,64,4.923482919181989,0.18321683982167886,0.009489681152610258
1.9,64,4.6643522392250425,0.1627387995597202,0.009134287732955434
2.0,64,4.43113462726379,0.18235700736711255,0.009780726052589499
2.1,64,4.220128216441705,0.15787849871168202,0.008249721515000247
2.2,64,4.028304206603446,0.1534186886003242,0.008904369186991097
2.3,64,3.8531605454467743,0.15228842881583915,0.00938446204239532
2.4,64,3.6926121893864923,0.13310637664700276,0.006960898648507661
2.5,64,3.544907701811032,0.14479492769534086,0.007136459965153444
3.0,16,2.9540897515091937,0.11047747881365193,0.008766129391160251
4.0,16,2.215567313631895,0.11838989114557305,0.007403111341498156
8.0,16,1.1077836568159476,0.0758728157064428,0.006095057934598479
