matrix_size,wall_time_seconds,peak_rss_bytes,wall_log_residual,memory_log_residual
64,56.476490999921225,76877824,0.013056191403753026,0.018017084207439638
96,152.8267685000319,77975552,-0.00812140263206551,-0.017891951318564026
128,310.21470030001365,80769024,-0.02149226852938746,-0.018231000293898347
192,890.6687334999442,88059904,0.016557479757699056,0.018105867405019183
