sigma,realization,dprime_analytic,h0_bottleneck_normalized,h1_bottleneck_normalized
0.5,0,17.72453850905516,0.6944949531201186,0.5559948493108031
0.5,1,17.72453850905516,0.8049303270522488,0.21198776489911714
0.5,2,17.72453850905516,0.8892231897275474,0.7175757941080405
0.5,3,17.72453850905516,0.8505600226259729,0.6637871978569778
0.5,4,17.72453850905516,0.786729513755209,0.5916884704436691
0.5,5,17.72453850905516,0.841884994719076,0.468820363187865
0.5,6,17.72453850905516,0.75338586170685,0.7042732330643764
0.5,7,17.72453850905516,0.630337933990287,0.5950211968020783
0.5,8,17.72453850905516,0.9005803523231055,0.45737093461098266
0.5,9,17.72453850905516,0.5488689043988146,0.39195001067524493
0.5,10,17.72453850905516,0.6675255980450172,0.41614075960524144
0.5,11,17.72453850905516,0.5999597196603164,0.8721225784773259
0.5,12,17.72453850905516,0.8785726659874405,0.5245917507714672
0.5,13,17.72453850905516,0.8821939172143628,0.7854245716050967
0.5,14,17.72453850905516,0.5970906792883719,0.4387321910590599
0.5,15,17.72453850905516,0.8443000909355933,0.6117918911589766
0.75,0,11.816359006036775,0.3726101943704287,0.31412831516781164
0.75,1,11.816359006036775,0.8100760381500925,0.3042775768080788
0.75,2,11.816359006036775,0.445611446988427,0.4606644687120096
0.75,3,11.816359006036775,0.2617252774112466,0.22109869771308832
0.75,4,11.816359006036775,0.4849765586262162,0.5168813555794888
0.75,5,11.816359006036775,0.43609797212271495,0.2929323268397104
0.75,6,11.816359006036775,0.29498125714424045,0.24089933647862685
0.75,7,11.816359006036775,0.9844605317767238,0.47122255329221385
0.75,8,11.816359006036775,0.6095775791467477,0.650040181321727
0.75,9,11.816359006036775,0.21729454752046487,0.3151490370446642
0.75,10,11.816359006036775,0.25034639465215464,0.2461113006662442
0.75,11,11.816359006036775,0.28207028936540995,0.30626061529476334
0.75,12,11.816359006036775,0.40363227891207804,0.4599413268577548
0.75,13,11.816359006036775,0.44948568627785795,0.3703890782646102
0.75,14,11.816359006036775,0.27592294780515814,0.21759744794232536
0.75,15,11.816359006036775,0.5695474260167538,0.37976037793548906
0.8,0,11.077836568159475,0.2889628900199347,0.25228274819596425
0.8,1,11.077836568159475,0.42533414709997064,0.21908472644642912
0.8,2,11.077836568159475,0.27010234957790913,0.38795362262129107
0.8,3,11.077836568159475,0.1973855296071926,0.3567656604926415
0.8,4,11.077836568159475,0.4221236136831606,0.17443467529053813
0.8,5,11.077836568159475,0.19641757702546023,0.30698803401311214
0.8,6,11.077836568159475,0.40448185352129645,0.16986116640061738
0.8,7,11.077836568159475,0.6382931287011101,0.4713671523058738
0.8,8,11.077836568159475,0.4247931454315197,0.16378408526710658
0.8,9,11.077836568159475,0.2944544519380124,0.15308349117440503
0.8,10,11.077836568159475,0.9644480661995061,0.4788892336741364
0.8,11,11.077836568159475,0.3939669396599993,0.376754124414473
0.8,12,11.077836568159475,0.6019111065511684,0.6632811892399784
0.8,13,11.077836568159475,0.2265935495282006,0.3667053999946446
0.8,14,11.077836568159475,0.7700793709068479,0.40829755950157376
0.8,15,11.077836568159475,0.6697230405863027,0.2612157864501155
0.8,16,11.077836568159475,0.24351199232546686,0.1627002487324087
0.8,17,11.077836568159475,0.2073597093643745,0.3307599119483885
0.8,18,11.077836568159475,0.6562246067638178,0.23966538422346967
0.8,19,11.077836568159475,0.5223591984730027,0.43276711495005016
0.8,20,11.077836568159475,0.5978425969087836,0.24620042228119254
0.8,21,11.077836568159475,0.21087332944961165,0.4234135958926663
0.8,22,11.077836568159475,0.3631218418908969,0.435245598215937
0.8,23,11.077836568159475,0.40609124466144203,0.2743351523954441
0.8,24,11.077836568159475,0.3158319813807503,0.3791094911415094
0.8,25,11.077836568159475,0.4306043861568877,0.25483132017281657
0.8,26,11.077836568159475,0.32452723359515057,0.06553797312594421
0.8,27,11.077836568159475,0.37911819516094164,0.26384108650049964
0.8,28,11.077836568159475,0.4361390147003652,0.2885879469746393
0.8,29,11.077836568159475,0.3805089403214877,0.7074722447489475
0.8,30,11.077836568159475,0.19803330549676967,0.18497624097920376
0.8,31,11.077836568159475,0.1396217865395318,0.29433170670244047
0.8,32,11.077836568159475,0.3445334550567933,0.5367502246181766
0.8,33,11.077836568159475,0.1980852640696281,0.1750874322775458
0.8,34,11.077836568159475,0.49715406899535003,0.21202988057926073
0.8,35,11.077836568159475,0.5221816758143609,0.3963668922037769
