sigma,dprime_analytic,dprime_empirical,h0_bottleneck,h0_bottleneck_ci_low,h0_bottleneck_ci_high,h0_total_persistence_delta,h0_total_persistence_delta_ci_low,h0_total_persistence_delta_ci_high,h0_max_persistence_delta,h0_max_persistence_delta_ci_low,h0_max_persistence_delta_ci_high,h0_persistence_entropy_delta,h0_persistence_entropy_delta_ci_low,h0_persistence_entropy_delta_ci_high,h0_n_persistent_delta,h0_n_persistent_delta_ci_low,h0_n_persistent_delta_ci_high,h0_landscape_l2_delta,h0_landscape_l2_delta_ci_low,h0_landscape_l2_delta_ci_high,h1_bottleneck,h1_bottleneck_ci_low,h1_bottleneck_ci_high,h1_total_persistence_delta,h1_total_persistence_delta_ci_low,h1_total_persistence_delta_ci_high,h1_max_persistence_delta,h1_max_persistence_delta_ci_low,h1_max_persistence_delta_ci_high,h1_persistence_entropy_delta,h1_persistence_entropy_delta_ci_low,h1_persistence_entropy_delta_ci_high,h1_n_persistent_delta,h1_n_persistent_delta_ci_low,h1_n_persistent_delta_ci_high,h1_landscape_l2_delta,h1_landscape_l2_delta_ci_low,h1_landscape_l2_delta_ci_high
0.8633515673239223,10.264959942097994,10.661382625872404,0.3922226383581836,0.3252011907704424,0.4586641142387546,-1.0631696961701493,-1.472375019134578,-0.6301228665739658,0.018511599965598563,0.0046349954069433725,0.04535135899046921,-0.0003097604115985808,-0.000549508140147438,-6.56391035219404e-05,-0.6875,-1.4375,0.0,-0.004441289949969618,-0.010561745449781229,0.0017209852910214706,0.29942268243373665,0.23139505877719527,0.36401046304117235,-1.1252226836813293,-1.5488321632991038,-0.7459987899019176,-0.009086560100378338,-0.02714431550260448,7.310423382110576e-07,4.8223509629408134e-06,-0.00010008705015625285,0.00012687873970023965,0.0625,-0.9375,1.1875,-0.016359007768039113,-0.023501021384933922,-0.009351319544066681
0.9024243658606147,9.820511934067632,9.88755493671626,0.43908272644671975,0.355919943838418,0.5257230449952508,-1.428221092873983,-1.6905317314617068,-1.1678776870966134,0.022263077463196446,-0.0025744077531050227,0.05680295762719365,-9.762604797081131e-05,-0.00033749163845131074,0.0001457054819029842,-0.4375,-1.125,0.25,-0.011530347548411757,-0.018251517081864004,-0.003899409475539544,0.29280184135405984,0.24706774881691976,0.3457943285900399,-1.2654481131125692,-1.5372119215211044,-1.011683433017695,0.00023566714127973287,-3.856785218969705e-09,0.0005618606465353476,-2.7382007910414785e-05,-0.00015506595519647893,8.49779426299005e-05,-0.3125,-1.0625,0.4375,-0.016424461060980944,-0.022012219391736552,-0.011029095050119203
0.9432654864149774,9.395307452846568,9.581005738028107,0.3314557554941055,0.2666874411997438,0.3902887509102098,-0.9416926131319485,-1.1940311360251177,-0.6978040831389479,0.014420670183092815,-0.012867338831063516,0.06078258652206321,-6.228128851787362e-05,-0.0002639643566432065,0.00012804969690661107,-0.3125,-0.875,0.1875,-0.004689784720520063,-0.013249859705864342,0.005168283096834546,0.31157127254339534,0.2525736629008026,0.37807533873096455,-0.9788260695517579,-1.2903445136349263,-0.6884482544591722,-1.8735238083156247e-08,-4.9316155920076095e-08,3.4765159084848563e-09,5.212638448498508e-05,-5.1462407300288667e-05,0.00016878968029813003,0.25,-0.5,1.125,-0.01628035277843387,-0.022249468083237856,-0.010802770611566558
0.9859549581345319,8.988513300136312,9.344679351400112,0.37051290931046454,0.3031996589540335,0.43917007599020097,-1.0227670832832416,-1.3011045924680658,-0.7464716912512988,0.015372074762717403,-0.004647372658269326,0.04202246046283273,-0.0002407575963571662,-0.00044126468834512214,-8.272252564246762e-06,-0.125,-1.125,0.8125,-0.008524857381257522,-0.01675850765919763,-8.913437319493453e-05,0.3072553765213655,0.24902379627047178,0.375298882145399,-1.0658377931315783,-1.3021786354766995,-0.7679897294675139,3.7637927496142476e-05,-2.718622278635452e-05,0.00015117532068604014,7.830964856014866e-07,-0.00011002953809453737,9.756420459547525e-05,-0.125,-1.1875,0.7828124999999986,-0.010144373215278835,-0.014324691051695837,-0.005780354980326342
1.0305764320548887,8.59933235311515,8.216284562923159,0.31203562610161817,0.2645532596527033,0.36839498970610307,-0.8825752196827636,-1.1509546168224358,-0.5885612633274405,0.00479581795880088,-0.010995440847515194,0.019473575623840243,-5.6119510438490394e-05,-0.00022764179769567267,0.00010382031811903419,0.0625,-0.3125,0.4375,-0.009223934653312282,-0.015989342570559777,-0.0030740623711718847,0.22890348329914972,0.20577985937901355,0.2543161729472787,-1.0690448624972362,-1.3983143418303505,-0.7645020046257885,0.00012981713493315228,-0.00010901320900551515,0.0004984646237140858,5.017321930683716e-05,-7.072095921169807e-05,0.0001729627931062584,0.25,-0.5625,1.0,-0.01721043708685155,-0.02324567816346617,-0.010883516071176514
1.0772173450159421,8.227002002457011,8.0386343992272,0.41883192508574274,0.3377032216459501,0.5128649584536986,-1.145087099804357,-1.4373521507793885,-0.8212947362615362,0.018431001674273112,-0.0035895262268035057,0.04576729040594246,-0.00025651796239878344,-0.0004623030480853621,-4.4355801697319775e-05,0.3125,-0.3453124999999999,1.0,-0.006673639229774819,-0.01564307429937361,0.0002659849983449062,0.2922735675162821,0.23990406490714095,0.34250116207283654,-0.9428685064063984,-1.3067345612604349,-0.5398802433556624,0.0008949230439327938,-1.9586741950572414e-11,0.002665050264515091,0.00013428802142695373,2.734481260527333e-05,0.00024670625787523296,0.1875,-0.5,0.875,-0.021269866772535284,-0.027050076905139053,-0.016059326086541013
1.1259690909964377,7.870792657980359,7.7352787782421135,0.35152929210323136,0.2632289403608609,0.4498488729094984,-0.7130850232403958,-0.9747995643246281,-0.473456721425535,0.02321419877890593,-0.011209712790186108,0.0766247509641062,-0.00011751809050475348,-0.00025824271726037766,1.7941950173101786e-05,-0.5625,-1.125,-0.125,-0.008526979225171205,-0.016592579455579452,-0.0010314322557131161,0.28508831056802686,0.2410376023132106,0.3441093457330417,-0.7916228374039065,-1.1080820100420914,-0.49744617507863415,0.00670584861271889,-0.008103141718218876,0.023464486549755977,-6.557544139612626e-05,-0.00016007641781471126,2.5595892560867357e-05,-0.625,-1.75,0.375,-0.008004024955181599,-0.015038957709727963,-0.0009480668655680092
1.1769272002026496,7.530006318998854,8.077482801778634,0.3470534812663161,0.2730863781150055,0.42872043119691833,-1.135739303799312,-1.4530164512330024,-0.8047443839664258,-0.006240620602208896,-0.015335288466327866,0.0008868447403968127,-0.00011793919133989972,-0.00030813477941438877,0.00010579280244866067,-0.5625,-1.3125,0.1875,-0.01318421687621063,-0.023348282049503347,-0.004037144544206753,0.307796416538678,0.252449249952211,0.36029473947243196,-0.9676273677750373,-1.2700309039302027,-0.6766512219969716,-0.0037302169805489283,-0.011280148620721454,9.737927507555006e-05,-9.328662995722325e-05,-0.00015695598947148282,-3.087112976932345e-05,-0.1875,-0.75,0.3453124999999986,-0.013428264656617728,-0.021700984883588348,-0.006274010533844544
1.2301915262620915,7.203975206572411,6.750599126587075,0.32404995962821803,0.2518150544577108,0.3893614359053278,-0.801771772728685,-1.1909604904545588,-0.4495420322341654,-0.00039949075395534495,-0.0009600652612875904,-5.57789964758529e-08,-8.306468637336861e-05,-0.00024918583629066765,8.342220971900983e-05,-0.5,-1.2828125,0.3453124999999986,-0.008932751835837083,-0.018876386068940015,0.00045192389576037496,0.2922597833472172,0.2502434270132586,0.34284686585214513,-0.8989537657223821,-1.3093248221501697,-0.4376981804522695,-0.028230258982842482,-0.0923707670036532,0.006488602069891316,-4.208091244373158e-05,-0.00013270033930424806,6.539910314815182e-05,0.0625,-0.6875,0.75,-0.010826573600757339,-0.019217723309389843,-0.0022193586497375245
1.2858664418890768,6.8920604549784725,6.605023525475337,0.3227731074913983,0.27099629161734157,0.3842171338406938,-0.8150594069581985,-1.0754074951623855,-0.5821239333513356,0.031037306230079442,-0.008886158444937176,0.08367731459265619,-0.0001546745026017593,-0.00027734307902648055,-3.829430634170189e-05,-0.125,-0.5,0.3125,-4.955217119229083e-05,-0.008248162036657115,0.010373693602603764,0.2674936784387637,0.2324805316105531,0.30653001397222357,-0.7578834067471973,-1.241786786662305,-0.3042213812889884,-8.392257128253533e-05,-0.0008364633071732561,0.0004976338844374969,3.498040217098097e-05,-7.29151902828018e-05,0.00012778319500733045,-0.1875,-0.9375,0.5625,-0.01216459216123722,-0.01884665838648906,-0.005969395055952121
1.3440610434055358,6.593650859839421,6.626978224628365,0.29251324819237245,0.2392241630713874,0.3484987011628414,-0.7894516071167175,-1.0753771293492513,-0.5279077021051252,0.00335288480931617,-0.0002173202312357986,0.010207284022060054,-7.08196194119104e-05,-0.00022770931444533458,5.6840318126326326e-05,-0.1875,-0.9375,0.4375,-0.011345229348754593,-0.022606922193799967,0.0009007756666808085,0.3754937186251301,0.2817850282062985,0.47358406803474484,-0.8735414319594668,-1.3246370001024572,-0.5204608830598162,-0.00013700845959513375,-0.004465487417121869,0.004054461606548726,3.835890247527729e-05,-6.383158797716864e-05,0.0001249099121861524,0.125,-0.6875,0.875,-0.015458810133394785,-0.026365048835294346,-0.004170874298980318
1.404889364517852,6.308161680453072,6.486502087613955,0.27402244272306525,0.21931977504195105,0.3395400386036675,-0.7552071033989307,-1.017770412147582,-0.45205931066703053,-0.003219277198733328,-0.012510337529173191,0.0022461094509049367,-0.00020439935931843012,-0.0003427386079543765,-7.424066256856018e-05,-0.6875,-1.25,-0.0625,-0.005911411654464294,-0.014795360273134384,0.004084789790657955,0.3117224962399915,0.23519001538935397,0.4135994784524012,-0.7941619284677017,-1.0912097341591107,-0.49740609560209365,0.0052296223967993605,-0.00816855194182595,0.023761653521516136,0.00010556584039150829,1.0223622263177967e-05,0.00020934897988663103,0.5625,-0.0625,1.0625,-0.017952567190478774,-0.02502120764287965,-0.009646007319165921
1.4684705997686274,6.03503349397933,6.194641818985915,0.36435496945013646,0.30218704237863064,0.42792795200146455,-1.0353333741436188,-1.2837972420788781,-0.7501667258570216,0.0016106498108957035,-0.0077123648037979485,0.010953085565530646,-1.8432852932459554e-05,-0.00015053084042242622,0.0001177581966139054,-0.5,-1.0,0.0,-0.018239335663963185,-0.02695387955100188,-0.008668436730580629,0.29632801214440513,0.23764738548239503,0.354522484434367,-0.880454107242997,-1.2460885429737432,-0.5275393301458651,-0.0011443720718729011,-0.003429370627511685,7.2892713722794156e-06,-2.2875735082861226e-06,-6.807899284877877e-05,7.688429314200009e-05,-0.1875,-0.9078124999999999,0.5625,-0.013829577977900964,-0.022218542825365794,-0.006130820520249492
1.5349293381012217,5.773731099237843,6.279819488933858,0.34440961341552423,0.27624548272328525,0.4114920880865059,-0.7835485167298657,-1.0915542391252502,-0.5385972619209222,0.0018416367349552987,-0.03029122418696166,0.04295449135476251,-0.000129735251571228,-0.0002630966369567861,6.087628893916523e-06,0.0625,-0.5625,0.6875,-0.007827892995234453,-0.01717291751554432,0.0013596786414021393,0.3019809688420544,0.24068727394738862,0.37343575090370795,-0.8075597829721914,-1.0446242904804435,-0.5525101625747937,0.005486654493779997,-3.5875360405585034e-07,0.016227819464670057,-2.2532445448475436e-05,-0.00010367802466509368,5.175397715343477e-05,0.0,-0.5625,0.5625,-0.014620543387192875,-0.027257158685619808,-0.0032341879639123422
