sigma,sigma_index,realization,h0_bottleneck,h0_total_persistence_absent,h0_total_persistence_present,h0_total_persistence_delta,h0_max_persistence_absent,h0_max_persistence_present,h0_max_persistence_delta,h0_persistence_entropy_absent,h0_persistence_entropy_present,h0_persistence_entropy_delta,h0_n_persistent_absent,h0_n_persistent_present,h0_n_persistent_delta,h0_landscape_l2_absent,h0_landscape_l2_present,h0_landscape_l2_delta,h1_bottleneck,h1_total_persistence_absent,h1_total_persistence_present,h1_total_persistence_delta,h1_max_persistence_absent,h1_max_persistence_present,h1_max_persistence_delta,h1_persistence_entropy_absent,h1_persistence_entropy_present,h1_persistence_entropy_delta,h1_n_persistent_absent,h1_n_persistent_present,h1_n_persistent_delta,h1_landscape_l2_absent,h1_landscape_l2_present,h1_landscape_l2_delta
10.76232639801142,85,6,0.7916855772952649,17983.93587142007,17983.841549790137,-0.09432162993471138,39.14448978374894,39.14487953571719,0.00038975196824964087,7.235961108930223,7.235966922540184,5.813609961435873e-06,1709.0,1709.0,0.0,654.7008749484337,654.735596144508,0.03472119607431523,0.5038670458067771,33329.78775942153,33330.37929774502,0.5915383234896581,44.63761881835392,44.63761881835338,-5.400124791776761e-13,7.786284037673789,7.786282590175656,-1.4474981329115622e-06,2970.0,2971.0,1.0,954.4551704570612,954.4794392359851,0.024268778923897116
10.76232639801142,85,7,0.4761862800916101,17830.810797103622,17830.267895006364,-0.542902097258775,38.60626791983461,38.606267919834615,7.105427357601002e-15,7.229995649709524,7.229978503321858,-1.7146387666144847e-05,1693.0,1693.0,0.0,651.1177991487785,651.0515647126646,-0.06623443611397306,0.4714669637963477,33683.321558811665,33682.65606444241,-0.6654943692556117,44.309486738905136,44.3094867389045,-6.323830348264892e-13,7.788192258541004,7.788146814929436,-4.544361156799681e-05,2993.0,2993.0,0.0,970.5637118659733,970.5821739363028,0.018462070329405833
10.76232639801142,85,8,0.5737794813425938,17721.169245624995,17721.75921383622,0.5899682112249138,37.742864831900086,37.742864831900086,0.0,7.245489078015481,7.245444265529747,-4.4812485734624374e-05,1709.0,1709.0,0.0,633.8591906198103,633.908083347241,0.0488927274307116,0.6507114189248445,33849.1589896495,33849.39369402585,0.2347043763511465,48.05042826226506,48.05042826226683,1.7692514120426495e-12,7.785439383962513,7.785460890286485,2.1506323972353414e-05,2960.0,2960.0,0.0,979.721550140228,979.6628714482039,-0.05867869202415932
10.76232639801142,85,9,0.8113111299504083,18584.89398529019,18584.944698208656,0.05071291846616077,38.70686463122324,38.70686463122324,0.0,7.2586481753861785,7.258578893789591,-6.928159658770028e-05,1748.0,1747.0,-1.0,672.468599820455,672.5176983625223,0.04909854206732689,0.663584610406567,32707.66930058477,32708.11887910963,0.44957852485822514,40.53280549645564,40.9036169046529,0.37081140819726244,7.764481065511034,7.764490359332841,9.293821807254687e-06,2910.0,2909.0,-1.0,949.0938017631289,949.0865272030153,-0.007274560113614825
10.76232639801142,85,10,0.45309668654392704,17729.37470734036,17728.969172994075,-0.4055343462860037,37.9205708540609,37.9205708540609,0.0,7.252069889651021,7.2520466952849585,-2.319436606246228e-05,1733.0,1732.0,-1.0,632.7136890781696,632.6651430628732,-0.04854601529643787,0.48753445087364666,34196.06109257827,34196.634960090545,0.5738675122775021,50.616307980223986,50.616307980223986,0.0,7.792374353569018,7.7923965441225995,2.2190553581324934e-05,2985.0,2985.0,0.0,987.8706877060831,987.878093830723,0.007406124639828704
10.76232639801142,85,11,0.7788217660734791,18643.80247196975,18642.87951080016,-0.922961169588234,38.48151774127482,38.48151774127482,0.0,7.272306576978995,7.272265801608279,-4.077537071545123e-05,1771.0,1770.0,-1.0,666.0852775060639,666.0651821320904,-0.020095373973504138,0.5682548729230711,34110.12702295715,34110.38267590248,0.25565294532862026,47.23081288136773,47.23081288136773,0.0,7.797581745422786,7.797608492225642,2.674680285608133e-05,3010.0,3010.0,0.0,974.5542232241712,974.5692857241733,0.015062500002045454
10.76232639801142,85,12,0.913895979226352,17755.060382060805,17755.846508392926,0.7861263321210572,35.61994327124334,35.61994327124334,0.0,7.251044268097272,7.251032675861551,-1.1592235720669919e-05,1702.0,1702.0,0.0,630.9148699484432,631.1088124699124,0.19394252146923918,0.6636651601071613,33809.55458564604,33810.22623806427,0.6716524182338617,43.21907045097909,43.21907045097909,0.0,7.793438458485739,7.793404530452721,-3.392803301860425e-05,3001.0,3001.0,0.0,972.482146404233,972.596167188506,0.11402078427295237
10.76232639801142,85,13,0.6815769056428294,18250.73080777897,18249.847099341703,-0.8837084372680692,40.196226165643616,40.18198381036891,-0.0142423552747033,7.245681429345549,7.245736172342745,5.4742997196655097e-05,1722.0,1722.0,0.0,663.9695079750765,663.8846359253512,-0.08487204972527707,0.7220347507870533,34048.43388336569,34047.710016178884,-0.7238671868035453,44.18567252679745,44.18567252679745,0.0,7.788983228726014,7.788990263926726,7.035200711769107e-06,2962.0,2963.0,1.0,976.6164464932162,976.5709247953507,-0.0455216978655244
10.76232639801142,85,14,0.6379848698898365,16997.342132503596,16996.458149524187,-0.8839829794087564,39.659604730725405,39.629103858746866,-0.030500871978539124,7.22397697712605,7.224088257074705,0.00011127994865489654,1666.0,1666.0,0.0,609.0812623435289,609.0132954181422,-0.06796692538671323,0.7820137196242966,34420.49250138676,34419.283025368815,-1.2094760179461446,48.9387768323946,48.938776832423834,2.923172814917052e-11,7.79737647425886,7.797371296184139,-5.178074721001735e-06,3029.0,3029.0,0.0,1001.7356167597968,1001.6449748147829,-0.09064194501388556
10.76232639801142,85,15,0.6923518699934872,18172.60343659363,18173.231747815305,0.628311221676995,41.05625325386483,41.05625325443221,5.673754799317976e-10,7.240504004089462,7.240455575149777,-4.842893968515227e-05,1717.0,1717.0,0.0,669.0520483775271,669.1574355251325,0.10538714760548373,0.546921923500254,33707.52845060952,33707.82326621955,0.29481561003194656,42.73151219527229,42.73151219527229,0.0,7.782203859755409,7.782164927762504,-3.893199290505578e-05,2977.0,2977.0,0.0,973.9867612689399,974.077868141837,0.09110687289717134
11.249398208674913,86,0,0.5106469001168791,18606.53535256995,18604.67495651453,-1.8603960554210062,38.74295779397797,38.74295779397797,0.0,7.239238608354741,7.239231016526787,-7.591827953845609e-06,1714.0,1714.0,0.0,690.1641284898932,690.0245670667655,-0.13956142312770226,0.7788156648948852,35297.11079160774,35295.6553122278,-1.4554793799397885,47.51177258031252,47.51177258031252,0.0,7.782882506049791,7.782869230120555,-1.3275929235945227e-05,2968.0,2968.0,0.0,1044.6208331624168,1044.505564358997,-0.11526880341989454
11.249398208674913,86,1,0.597927791620884,18414.494853012126,18414.6640879536,0.16923494147340534,40.04823980956637,40.04823782478144,-1.9847849301868337e-06,7.234550598022332,7.234544600488185,-5.997534146651162e-06,1699.0,1699.0,0.0,683.2724505425897,683.184601001764,-0.08784954082568674,0.8240794824965169,35620.08605626879,35620.444010375875,0.35795410708669806,44.289867474708444,44.289867474708444,0.0,7.786964269542022,7.786969345802612,5.076260590541892e-06,2975.0,2975.0,0.0,1046.8589510821346,1046.8653404370705,0.0063893549358908786
11.249398208674913,86,2,0.5495362315017971,18962.664760338957,18961.817416782927,-0.8473435560299549,40.74014210983265,40.7401421098405,7.851497230149107e-12,7.250400478428968,7.25048833824284,8.785981387138264e-05,1714.0,1714.0,0.0,700.5942370563301,700.4675819741703,-0.12665508215980026,0.9512949888132449,34787.889595948065,34787.66419290195,-0.22540304611175088,46.03696252009057,46.036962510379944,-9.710625192838052e-09,7.774540263128666,7.774590058287292,4.979515862579831e-05,2926.0,2926.0,0.0,1022.5790997790224,1022.4409788291618,-0.1381209498605358
11.249398208674913,86,3,0.631258812482212,18894.085720789128,18893.631053508332,-0.4546672807955474,37.70510856250197,37.716329206311556,0.011220643809586761,7.257174246276792,7.257141871149745,-3.237512704679091e-05,1724.0,1724.0,0.0,691.6747831146251,691.6733650792257,-0.0014180353994106554,0.6403224814603217,34449.616944504756,34449.83761541327,0.22067090851487592,49.24945639488608,49.24945639488608,0.0,7.765316688166308,7.765291431695136,-2.525647117224139e-05,2939.0,2939.0,0.0,1035.9064813800505,1035.9266098011271,0.020128421076606173
11.249398208674913,86,4,0.5746493569319178,18712.27950779909,18711.76536799274,-0.5141398063497036,43.24674301249032,43.236180204303395,-0.010562808186925565,7.257003120584832,7.256967771587732,-3.53489971001153e-05,1730.0,1730.0,0.0,686.9519511433596,686.9034450637147,-0.04850607964488063,0.7788310410961119,36078.40643413138,36078.16938003957,-0.23705409180547576,42.093603859617524,42.02572292220639,-0.06788093741113244,7.79868930345585,7.798705668700523,1.6365244673188784e-05,2972.0,2972.0,0.0,1053.9061102017472,1053.841302174782,-0.06480802696523824
11.249398208674913,86,5,0.5975611075695269,19046.948761531585,19047.399922547353,0.45116101576786605,39.842158631351275,39.842158631351275,0.0,7.269280450081143,7.2692514215966035,-2.902848453967266e-05,1761.0,1761.0,0.0,687.2716517414282,687.3035458961626,0.031894154734459335,0.7484657783127964,35195.33983136144,35195.43548151958,0.09565015813859645,50.39302531208181,50.39302531208181,0.0,7.782536664949225,7.782513210222156,-2.345472706899443e-05,2957.0,2957.0,0.0,1041.2336495519157,1041.3032380537973,0.0695885018815261
11.249398208674913,86,6,0.843623767089703,19089.338241264115,19089.1259732566,-0.21226800751537667,42.14258685002956,42.14256963968625,-1.7210343308704523e-05,7.260653059759025,7.260645599189413,-7.4605696118723586e-06,1733.0,1734.0,1.0,704.1011156553544,704.1298140206964,0.02869836534193837,0.4911819826447366,35754.30149605959,35754.81915482509,0.5176587655005278,47.84047771453972,47.84047771453721,-2.5153212845907547e-12,7.802391780626651,7.802388896128354,-2.8844982971065747e-06,2991.0,2991.0,0.0,1040.0277170329168,1040.0411278497627,0.013410816845862428
11.249398208674913,86,7,0.44389256963127366,18962.659879232866,18962.470238111484,-0.18964112138201017,37.72856869032404,37.72856869032404,0.0,7.2666209558329244,7.2665965860369806,-2.4369795943890438e-05,1744.0,1744.0,0.0,688.7371343272802,688.7522549920146,0.015120664734467937,0.8781040803143163,35102.09467985842,35101.276588608955,-0.8180912494644872,44.32606873474082,44.32606873426952,-4.713029966296745e-10,7.788173206953916,7.788196580145627,2.337319171097363e-05,2952.0,2952.0,0.0,1025.1157373076571,1025.0659315132827,-0.04980579437437882
11.249398208674913,86,8,0.6042732050922908,18739.37516888701,18740.20902343218,0.8338545451697428,38.842594084922546,38.723674422600254,-0.11891966232229123,7.259905924665808,7.259935889966462,2.9965300654133387e-05,1735.0,1735.0,0.0,680.1794686295889,680.2162457778693,0.036777148280407346,0.5870488084338378,35903.19188364252,35903.710584970206,0.5187013276881771,46.88127938047186,46.88127938047734,5.4782844927103724e-12,7.811448752762516,7.8114523096048245,3.556842308682917e-06,3058.0,3056.0,-2.0,1045.873300195808,1045.9023035301548,0.02900333434672575
11.249398208674913,86,9,0.6637030334288705,18806.838706722967,18808.145085909757,1.3063791867898544,44.149768810739786,44.14976881072377,-1.6015633264032658e-11,7.246538416773438,7.246472316722388,-6.610005105045502e-05,1724.0,1724.0,0.0,707.7978586686058,707.9185471845731,0.12068851596723107,0.5491770658072924,35942.731059787795,35944.39020561646,1.6591458286638954,49.027739452157704,49.02773945385277,1.6950636450019374e-09,7.790173805917742,7.790139442347635,-3.436357010677682e-05,2992.0,2992.0,0.0,1065.133510216078,1065.2757349887843,0.14222477270618583
11.249398208674913,86,10,0.5081922164644814,19256.6201742948,19255.527047848103,-1.0931264466962602,38.87164977264888,38.87164977264888,0.0,7.272982084606356,7.273027806208688,4.572160233173861e-05,1758.0,1759.0,1.0,692.5503292589758,692.3900186726968,-0.1603105862790244,0.5382280664714756,35749.95210178353,35748.874265659586,-1.0778361239426886,53.07060279121039,53.07060279121039,0.0,7.780213624570608,7.780214173741993,5.491713848115864e-07,2968.0,2968.0,0.0,1070.2880634894773,1070.193716968591,-0.09434652088634721
11.249398208674913,86,11,0.6672961687893101,18483.17869017552,18482.236636856254,-0.9420533192642324,40.4876806039211,40.4876806039211,0.0,7.230940519075709,7.230927630118112,-1.2888957597212425e-05,1682.0,1682.0,0.0,682.1865485432625,682.1728695386236,-0.01367900463890237,0.878153850761954,34869.410797349774,34869.09034415272,-0.3204531970550306,44.488071001396435,44.488071001396435,0.0,7.783957731654379,7.783928648588925,-2.9083065453683332e-05,2968.0,2968.0,0.0,1024.547725845479,1024.5755196756618,0.027793830182872625
11.249398208674913,86,12,0.5415342512998521,18983.517787187957,18984.08315164611,0.5653644581543631,37.969150977645405,37.969150977609495,-3.5910829865315463e-11,7.241259991077882,7.241261016631222,1.0255533400282957e-06,1713.0,1713.0,0.0,702.2129558479347,702.2576401278402,0.04468427990548207,0.620655753851802,34921.273445581144,34922.452574114846,1.179128533702169,48.27873265162935,48.27873265162935,0.0,7.770107318016747,7.770094418342019,-1.2899674727506749e-05,2946.0,2946.0,0.0,1054.1306314970088,1054.2324375665005,0.10180606949165849
11.249398208674913,86,13,0.7223818243885547,19129.34313048954,19127.999884052402,-1.3432464371362585,37.16206801876559,37.16206801876559,0.0,7.259255057340095,7.25928023925989,2.5181919794725616e-05,1732.0,1732.0,0.0,699.8319375552974,699.6589707375057,-0.1729668177916892,0.6907852024323438,34762.49175113956,34760.68135547424,-1.8103956653212663,42.89015561112415,42.89015561112415,0.0,7.795711753309467,7.795741332441076,2.9579131608947762e-05,3008.0,3008.0,0.0,1015.0394885813957,1014.8683010475909,-0.1711875338048685
11.249398208674913,86,14,0.6119317003894489,18793.28998220209,18793.565487632153,0.27550543006145745,36.46889266172084,36.48174375568136,0.012851093960520643,7.249730501409866,7.249672479516027,-5.8021893838855476e-05,1711.0,1711.0,0.0,678.5860659904764,678.6288181207993,0.04275213032292413,0.7788709975733401,34828.15087145017,34829.79477984796,1.643908397789346,45.431627464359615,45.43162746435961,-7.105427357601002e-15,7.784911454313965,7.78493622912329,2.477480932494558e-05,2984.0,2983.0,-1.0,1027.5904624098139,1027.6011710313699,0.010708621555977516
11.249398208674913,86,15,0.9512407702906222,18473.43109616462,18474.292029969773,0.8609338051537634,40.57484577722286,40.574861664372094,1.588714923173029e-05,7.255665819147778,7.255700495043273,3.467589549543959e-05,1720.0,1720.0,0.0,666.3203819775271,666.4262164334838,0.10583445595671037,0.663605999523143,34874.599190401335,34875.45949886281,0.8603084614733234,50.78536549531511,50.78549201351997,0.0001265182048584279,7.777128719665501,7.77713847768132,9.75801581937219e-06,2964.0,2964.0,0.0,1039.4387418794556,1039.4489526354712,0.010210756015567313
11.758513482802481,87,0,0.8589186528434432,19509.072226776298,19509.395128907832,0.3229021315346472,41.34179398795896,41.34179398795886,-9.947598300641403e-14,7.247858956393951,7.2478797941937465,2.0837799795891954e-05,1713.0,1713.0,0.0,730.9836668784029,730.9760031122266,-0.007663766176278841,0.6375597565915676,37604.09291230139,37605.1617494155,1.0688371141077369,43.75329423521002,43.753292474863706,-1.760346314938488e-06,7.803461835481379,7.803437272496008,-2.4562985371012758e-05,3020.0,3021.0,1.0,1123.266044658392,1123.374992065247,0.10894740685489523
11.758513482802481,87,1,0.505611086297914,19971.26050285997,19970.558910959677,-0.7015919002915325,39.633403255552075,39.633403255552075,0.0,7.258326392179295,7.258336494383446,1.0102204151429817e-05,1739.0,1739.0,0.0,752.3483700978279,752.2406757960077,-0.10769430182017459,0.9512520381246827,36835.783492527335,36835.83006473991,0.04657221257366473,46.77396475686784,46.77396475686784,0.0,7.7971289368837144,7.797144261460733,1.5324577018915875e-05,2981.0,2980.0,-1.0,1094.6851206611973,1094.625459510853,-0.059661150344254565
11.758513482802481,87,2,0.822616574616337,19268.110479094557,19265.56218364229,-2.548295452266757,43.34387048907142,43.34387048907142,0.0,7.221214610449206,7.221152099961947,-6.251048725847141e-05,1686.0,1686.0,0.0,735.9046341859538,735.8452405735909,-0.05939361236289642,0.8436501016008746,36761.506463742066,36758.9592524566,-2.5472112854622537,44.85505318357011,44.85505318357011,0.0,7.763502629568068,7.763510602694117,7.973126049165558e-06,2909.0,2908.0,-1.0,1127.937993425816,1127.756022331778,-0.1819710940380901
11.758513482802481,87,3,0.6133432014508853,19528.405201577232,19527.502729482192,-0.9024720950401388,42.40254123767557,42.40254123767557,0.0,7.239342993570049,7.2393907793729735,4.778580292441603e-05,1725.0,1725.0,0.0,747.1693356532302,746.9192244738099,-0.25011117942028704,0.6255843047561598,36691.6000470852,36690.19077305542,-1.4092740297783166,47.53616066694526,47.53616066694526,0.0,7.79212128489139,7.792099076511753,-2.2208379637511655e-05,2972.0,2973.0,1.0,1092.3273782271415,1092.2178494901075,-0.10952873703399746
11.758513482802481,87,4,0.6636576720806626,19627.58651391795,19627.10219770129,-0.4843162166616821,41.40912821793699,41.40912821793699,0.0,7.245236773289645,7.245161353272705,-7.54200169401642e-05,1726.0,1726.0,0.0,740.8783426425565,740.8443825149627,-0.03396012759378664,0.6694537687985628,36252.38071718282,36251.63346815268,-0.7472490301443031,51.31232238494997,51.31232238494997,0.0,7.77903489322328,7.77906562999657,3.0736773290129804e-05,2942.0,2942.0,0.0,1080.7233646364036,1080.6554469889222,-0.0679176474814085
11.758513482802481,87,5,0.7828542387458096,19476.7621547988,19476.20754086756,-0.554613931239146,42.9058761117528,42.87028184729561,-0.035594264457188274,7.2451613977422165,7.2451867541117565,2.5356369540041612e-05,1714.0,1714.0,0.0,736.4832096035452,736.4031722094713,-0.08003739407388366,0.8436735317697325,35654.44138077232,35654.11869328981,-0.322687482504989,55.01535771148156,55.01536289513735,5.18365578727753e-06,7.765766550969058,7.7657875646025065,2.1013633448419e-05,2915.0,2915.0,0.0,1088.6629529893714,1088.6692479952671,0.0062950058957085275
11.758513482802481,87,6,0.8780989325097592,20422.0676181161,20420.857697017193,-1.2099210989072162,41.10946783423726,41.10946783423726,0.0,7.262227255720987,7.2622271972852115,-5.843577532971267e-08,1745.0,1745.0,0.0,761.8979595404587,761.8640812362595,-0.03387830419922011,0.951276720472948,36823.38872659938,36822.39926565093,-0.9894609484545072,46.378279308358834,46.378279308358834,0.0,7.786676859286736,7.786672277952743,-4.581333993058934e-06,2961.0,2961.0,0.0,1108.129432703707,1108.143450845589,0.014018141882161217
11.758513482802481,87,7,0.6595270950242507,19825.4741724829,19824.5746592241,-0.8995132587988337,42.52594455320968,42.52594455320968,0.0,7.236844390978309,7.236878858183182,3.4467204873323e-05,1710.0,1710.0,0.0,756.3007726776297,756.1419505219886,-0.15882215564101898,0.6383481765356132,36554.55595103673,36553.416370882245,-1.1395801544858841,45.452509452739946,45.452509452739946,0.0,7.787339834937705,7.787318600810238,-2.1234127467018027e-05,2959.0,2960.0,1.0,1083.3942903664217,1083.3114586889008,-0.08283167752097143
11.758513482802481,87,8,0.6858958270919464,19857.993285137727,19857.348926981333,-0.6443581563944463,44.92644966343029,44.92644966343029,0.0,7.25294184795778,7.252885477062421,-5.6370895359592055e-05,1735.0,1735.0,0.0,752.9676743619855,753.0267268934228,0.059052531437373545,0.663598860779422,36607.51715263261,36606.75618387986,-0.7609687527510687,47.182225235878775,47.182225235878775,0.0,7.786264653361603,7.786262298074483,-2.3552871200038794e-06,2988.0,2988.0,0.0,1105.6226550103268,1105.5785825803378,-0.04407242998900074
11.758513482802481,87,9,0.9511727018178493,19552.125938727648,19554.41147832782,2.285539600172342,38.05115920069533,38.05115920069533,0.0,7.247361879869148,7.247339866916429,-2.2012952719308032e-05,1705.0,1705.0,0.0,723.0576709511065,723.2049936167919,0.14732266568535124,0.6376553156628808,36417.88797816918,36419.906288146114,2.018309976934688,47.478870818112554,47.47887081811254,-1.4210854715202004e-14,7.779194464633599,7.779187657311932,-6.80732166635778e-06,2998.0,2998.0,0.0,1111.3274064130862,1111.458489165055,0.13108275196873365
11.758513482802481,87,10,0.5429319993707544,19083.26601776034,19082.744453979016,-0.5215637813234935,41.84987759525137,41.84987759525137,0.0,7.233352305778215,7.233242932775176,-0.00010937300303925923,1711.0,1711.0,0.0,729.5306096045352,729.5792814258073,0.04867182127202341,0.7814045802047151,36443.55501531751,36444.67486423942,1.119848921909579,48.59796707594537,48.597945197322325,-2.187862304481314e-05,7.7744640870777735,7.774451640487178,-1.2446590595516227e-05,2947.0,2947.0,0.0,1102.6109849624906,1102.6364897116491,0.025504749158471895
11.758513482802481,87,11,0.5067311941550545,19450.083998546084,19448.579050443535,-1.5049481025489513,44.25870314281472,44.25870314281472,0.0,7.2444800162641,7.2445532470318454,7.323076774579107e-05,1733.0,1733.0,0.0,733.1442989519951,732.9492650242377,-0.19503392775743578,0.663625246538103,36218.39129477292,36217.738284176005,-0.6530105969141005,52.17650019708718,52.17650019708718,0.0,7.778026527273574,7.778021907576836,-4.619696738039636e-06,2945.0,2944.0,-1.0,1085.9841589152038,1085.9525121679396,-0.031646747264176156
11.758513482802481,87,12,0.7787761494653683,19490.360553870967,19490.285510094807,-0.07504377615987323,43.40836593089034,43.408365930920944,3.0603075629187515e-11,7.227072525174134,7.227072261461558,-2.637125762205983e-07,1683.0,1683.0,0.0,742.305194457369,742.3392674307888,0.03407297341982485,0.9512259747521508,35216.956726954035,35217.06255578152,0.10582882748713018,44.861501643629126,44.861501643629126,0.0,7.769267247864733,7.769295188175907,2.794031117403506e-05,2911.0,2911.0,0.0,1052.0330369503492,1051.9893610709298,-0.043675879419424746
11.758513482802481,87,13,0.6616790544159747,19998.110213654363,19999.196549268345,1.086335613981646,47.72349757701742,47.72349757701226,-5.158540261618327e-12,7.2609293504977845,7.260891521480968,-3.782901681681494e-05,1761.0,1762.0,1.0,764.578626374059,764.7399043220584,0.1612779479993378,0.5837960067524381,37071.295039944285,37072.75681374204,1.461773797753267,48.25713055784567,48.257130557845805,1.3500311979441904e-13,7.79437688253037,7.794371434292405,-5.4482379656661806e-06,2999.0,2999.0,0.0,1121.4546322489525,1121.4565726666526,0.0019404177000978962
11.758513482802481,87,14,0.913982192000691,19471.097416617995,19469.759306652075,-1.3381099659200117,44.591316951687055,44.5961610216993,0.004844070012246959,7.250090541190637,7.2500923258537835,1.7846631461537754e-06,1709.0,1709.0,0.0,725.4854601302692,725.4239595374445,-0.06150059282470011,0.8148443473540052,36090.46567974665,36089.39796672431,-1.067713022341195,44.616345619470955,44.61634561868961,-7.813483193785942e-10,7.771648844819825,7.771644269722335,-4.575097489301072e-06,2923.0,2923.0,0.0,1092.9328056703066,1092.8849153309213,-0.04789033938527609
11.758513482802481,87,15,0.6366260243002844,19507.824131108497,19506.717675313048,-1.10645579544871,41.49471305944654,41.49471305944653,-7.105427357601002e-15,7.254963098993106,7.254962191313554,-9.076795519646907e-07,1736.0,1736.0,0.0,724.2200777565953,724.0675195938293,-0.15255816276601308,0.7483409313295482,36648.82855507495,36647.90178484699,-0.9267702279612422,53.65900721967636,53.659007217725716,-1.9506458670548454e-09,7.794852313736203,7.794841544872604,-1.0768863599075473e-05,3018.0,3018.0,0.0,1099.8773184370827,1099.8688963544778,-0.008422082604965908
12.290669843887937,88,0,0.9512419948910751,20776.82752724912,20777.100003787313,0.27247653819358675,40.73829854714193,40.793874759753415,0.055576212611484266,7.241679107491103,7.241624597113376,-5.4510377726302295e-05,1704.0,1704.0,0.0,809.3122447484587,809.3745233869038,0.06227863844503645,0.7551284894060358,38099.993171481095,38100.182473055145,0.18930157404975034,51.44398470907867,51.44398470907867,0.0,7.79313993529584,7.793149287921036,9.3526251960796e-06,2992.0,2992.0,0.0,1155.109011443493,1155.2007916932923,0.09178024979928523
12.290669843887937,88,1,0.8009302172078568,20480.06821732929,20479.569105654995,-0.49911167429672787,43.65368172448702,43.653681724487214,1.9184653865522705e-13,7.257470779108006,7.257403214315367,-6.75647926389189e-05,1730.0,1730.0,0.0,774.6410394282897,774.7067514591567,0.06571203086707555,0.8306383006328688,39184.92600935592,39184.10951082268,-0.8164985332405195,50.72820324052904,50.72820324052904,0.0,7.786039522129841,7.786044259462166,4.737332324644683e-06,2952.0,2952.0,0.0,1219.4360206346041,1219.3782911413348,-0.05772949326933485
12.290669843887937,88,2,0.5697644653040554,20798.51386259393,20799.025789769683,0.5119271757539536,45.20023831511655,45.20023831511655,0.0,7.2634098558582885,7.263368023398894,-4.1832459394264276e-05,1727.0,1727.0,0.0,781.0202978734682,781.1283538326826,0.10805595921442546,0.6670525297698452,38563.56489385805,38564.17784787719,0.612954019139579,49.47483765278132,49.473443020293814,-0.0013946324875035998,7.794295496705372,7.794298867349116,3.3706437436720194e-06,2991.0,2990.0,-1.0,1176.293525352692,1176.289937731595,-0.003587621097040028
12.290669843887937,88,3,0.7104650332021312,20082.411662570332,20083.21155123465,0.7998886643181322,42.86371123610442,42.86371123610442,0.0,7.236343659159192,7.236289962433288,-5.3696725903940035e-05,1710.0,1710.0,0.0,780.543013454233,780.6492620185388,0.10624856430581531,0.7377411958079385,37490.82044059796,37492.22026556686,1.3998249688957003,47.542987157169186,47.542987157169186,0.0,7.76991825028643,7.769926763117315,8.512830884654932e-06,2918.0,2918.0,0.0,1162.1212733054967,1162.2078485691636,0.08657526366687307
12.290669843887937,88,4,0.4658498005217544,21234.062238968592,21234.064354917402,0.00211594880966004,45.89024034193231,45.89024034193231,0.0,7.265193784538096,7.26521654229773,2.2757759634117747e-05,1731.0,1731.0,0.0,798.4693562364896,798.481823722505,0.012467486015452778,0.7522099231921445,38374.897254879594,38374.1588824037,-0.738372475891083,47.45048464722687,47.45048464722687,0.0,7.788834723617031,7.788851461935342,1.6738318310949296e-05,2979.0,2979.0,0.0,1176.6761258765002,1176.5780314729443,-0.09809440355593324
12.290669843887937,88,5,0.6906746030373128,20793.145984011742,20793.020757884464,-0.12522612727843807,48.42814541696422,48.42814541696422,0.0,7.243811818027585,7.243780849294813,-3.096873277197432e-05,1718.0,1718.0,0.0,808.8401899403655,808.8768739325981,0.03668399223261076,0.7614323621539332,38834.705648749885,38834.91138810184,0.2057393519571633,50.847124392501854,50.84712439178058,-7.212719310700777e-10,7.783015888119695,7.783008154940545,-7.733179149482794e-06,2968.0,2967.0,-1.0,1207.3199697226185,1207.3858690092304,0.06589928661196609
12.290669843887937,88,6,0.6918303018992471,20547.13072132347,20545.98931419012,-1.1414071333492757,45.212596770128684,45.212596770128684,0.0,7.2588294369880675,7.258832206809725,2.7698216573668333e-06,1736.0,1736.0,0.0,782.5608804686161,782.5495173003015,-0.011363168314574068,0.77878208173857,38642.86359096686,38641.12447970194,-1.7391112649202114,55.38188230292426,55.38188230292426,0.0,7.771506003917673,7.771501924072098,-4.079845575155616e-06,2932.0,2932.0,0.0,1213.1271162999178,1213.0099665778725,-0.1171497220452693
12.290669843887937,88,7,0.5441881573923775,20149.93484285309,20149.14613983837,-0.7887030147212499,46.90261866342654,46.90261866383854,4.120010999031365e-10,7.229261225396924,7.229294916775767,3.369137884234874e-05,1697.0,1697.0,0.0,785.8360773625199,785.7417229942502,-0.09435436826970545,0.8436329558431233,38811.84945456458,38811.44904947409,-0.4004050904914038,53.3999385849536,53.3999385849536,0.0,7.7908005916749925,7.790817793798646,1.7202123653525803e-05,2984.0,2984.0,0.0,1189.28418778032,1189.1643626878765,-0.11982509244353423
12.290669843887937,88,8,0.5098024694972751,20607.67644124227,20606.72037323529,-0.9560680069807859,45.675877314573285,45.675877314573285,0.0,7.230844324557603,7.23081519444693,-2.913011067295912e-05,1707.0,1707.0,0.0,811.8456632891321,811.7758145777915,-0.06984871134056903,0.7204648273534955,38501.05071578471,38500.101163467065,-0.9495523176447023,49.71495404007159,49.71495404007159,0.0,7.789574917978516,7.789574969498339,5.1519823074386295e-08,2960.0,2961.0,1.0,1176.3243479090877,1176.2517924199299,-0.07255548915782128
