sigma,sigma_index,realization,h0_bottleneck,h0_total_persistence_absent,h0_total_persistence_present,h0_total_persistence_delta,h0_max_persistence_absent,h0_max_persistence_present,h0_max_persistence_delta,h0_persistence_entropy_absent,h0_persistence_entropy_present,h0_persistence_entropy_delta,h0_n_persistent_absent,h0_n_persistent_present,h0_n_persistent_delta,h0_landscape_l2_absent,h0_landscape_l2_present,h0_landscape_l2_delta,h1_bottleneck,h1_total_persistence_absent,h1_total_persistence_present,h1_total_persistence_delta,h1_max_persistence_absent,h1_max_persistence_present,h1_max_persistence_delta,h1_persistence_entropy_absent,h1_persistence_entropy_present,h1_persistence_entropy_delta,h1_n_persistent_absent,h1_n_persistent_present,h1_n_persistent_delta,h1_landscape_l2_absent,h1_landscape_l2_present,h1_landscape_l2_delta
0.8259705267264483,27,14,0.49759560063165476,1352.4725473401209,1351.7609384336654,-0.7116089064554671,2.960164642971458,2.960164642971458,0.0,7.245534906009955,7.246122135261546,0.0005872292515904931,1713.0,1713.0,0.0,13.366086616100242,13.359934589128692,-0.006152026971550484,0.27544953474172795,2600.849367837365,2600.2734441187645,-0.575923718600734,3.621593991170352,3.6215939910646098,-1.0574208175739841e-10,7.777256837602309,7.777443975673678,0.0001871380713689419,2955.0,2953.0,-2.0,21.118381636302104,21.09654499162449,-0.021836644677613037
0.8259705267264483,27,15,0.3653240363840222,1379.9098528562492,1378.0909786439793,-1.818874212269975,2.9777715473084387,2.9777715476887607,3.803219961184823e-10,7.245785618824364,7.245527124334709,-0.00025849448965509225,1722.0,1722.0,0.0,13.774897201476646,13.766022684240866,-0.008874517235780033,0.32307990081936727,2583.5720750697783,2581.394074458084,-2.1780006116941877,3.2324388619231095,3.2543421621648965,0.021903300241786994,7.796937908834958,7.796468673294546,-0.0004692355404118942,2992.0,2990.0,-2.0,20.217902427058284,20.210579840345538,-0.007322586712746215
0.8633515673239223,28,0,0.3051839567749069,1467.3171065082938,1466.5987849205974,-0.7183215876964368,3.319568336460519,3.31956833712634,6.658211759713595e-10,7.24571153007237,7.245301100737187,-0.0004104293351829824,1726.0,1725.0,-1.0,15.140947189990117,15.140362620113516,-0.0005845698766009377,0.3198297975049189,2692.2691729028384,2691.452924797891,-0.81624810494759,3.560903525465924,3.560903525465938,1.4210854715202004e-14,7.778300508149819,7.7781427253928115,-0.0001577827570073964,2929.0,2928.0,-1.0,21.9929021019592,21.984246136387707,-0.008655965571492175
0.8633515673239223,28,1,0.27144537151702536,1438.1479282453913,1435.2846517557714,-2.8632764896199205,3.1123457163015895,3.1123457163015895,0.0,7.244013161161884,7.243659100858596,-0.0003540603032874401,1697.0,1699.0,2.0,14.689815607158591,14.665169352541842,-0.02464625461674963,0.3506779442736563,2663.3972165805453,2661.905691738497,-1.4915248420484204,3.545263273605683,3.545263273605683,0.0,7.765307426574365,7.765597069700004,0.0002896431256385057,2913.0,2910.0,-3.0,22.072426656355383,22.04972430494838,-0.02270235140700194
0.8633515673239223,28,2,0.212136706508046,1447.0666632270181,1445.7762064145,-1.2904568125181868,3.1435331924461716,3.143590425302231,5.723285605929718e-05,7.258949029478081,7.258866308767323,-8.272071075765552e-05,1740.0,1741.0,1.0,14.684772212689397,14.660641831599415,-0.024130381089982222,0.21718155370233222,2701.0303371546274,2699.8113074963694,-1.2190296582580231,4.157977356417119,4.1579773564165805,-5.382361223382759e-13,7.788431610774792,7.788843232307374,0.00041162153258245127,2976.0,2975.0,-1.0,22.059972716821285,22.013082772846207,-0.04688994397507784
0.8633515673239223,28,3,0.3389968138160184,1455.6546847528361,1453.3544084679559,-2.300276284880283,2.9417832496791205,2.9748303581455677,0.033047108466447206,7.249720468869623,7.2484168268681834,-0.00130364200143962,1715.0,1714.0,-1.0,14.775877060724161,14.760208782886377,-0.015668277837784572,0.19538340364387935,2639.49647469578,2637.260950717303,-2.2355239784769765,3.201560697603028,3.058024644491552,-0.14353605311147577,7.782103817484693,7.781814583729675,-0.00028923375501754833,2944.0,2942.0,-2.0,21.214150011974493,21.181978442714087,-0.032171569260405875
0.8633515673239223,28,4,0.500606309595746,1483.8223400107154,1482.6682895067256,-1.1540505039897653,3.219221270408669,3.219221270408669,0.0,7.260509261746942,7.25976484576476,-0.0007444159821821117,1735.0,1733.0,-2.0,15.194750968474947,15.197500193921337,0.0027492254463901133,0.6522150353654839,2650.015302483962,2649.0878939915738,-0.9274084923881674,3.2701037114858074,3.27010371147849,-7.317257910699482e-12,7.772055679720024,7.772065311560148,9.631840123702773e-06,2922.0,2922.0,0.0,21.640212512690255,21.631570965602343,-0.00864154708791176
0.8633515673239223,28,5,0.48718616052272745,1458.5197555216973,1457.7805695072495,-0.739186014447796,2.9473514061354735,2.9677178439389493,0.0203664378034758,7.267920956224645,7.267519578200571,-0.0004013780240743614,1741.0,1738.0,-3.0,14.603146338312735,14.60409601618268,0.0009496778699453756,0.1585533195582855,2712.7139832909443,2711.0790605429756,-1.6349227479686306,3.7340973070740238,3.7340973070740238,0.0,7.801596740327028,7.801642392383772,4.5652056743783476e-05,3030.0,3030.0,0.0,22.060330447146292,22.045381896231493,-0.01494855091479863
0.8633515673239223,28,6,0.7343602360685465,1474.225811790021,1474.1124890232052,-0.11332276681582698,2.9483923229677824,2.962049607095142,0.01365728412735967,7.2527852599639075,7.252357634972312,-0.00042762499159554324,1728.0,1727.0,-1.0,15.016739081226897,15.03442847460483,0.017689393377933627,0.12732250925456462,2662.0587888733658,2661.692444955689,-0.36634391767665875,3.7067272551469372,3.706733099702518,5.844555580836186e-06,7.791099526911105,7.790907717126828,-0.00019180978427701945,2981.0,2984.0,3.0,21.54524789754557,21.548808438487587,0.0035605409420185197
0.8633515673239223,28,7,0.33341192317238877,1442.2323669757475,1440.987516944875,-1.244850030872385,3.019716461529337,3.0506013346709158,0.03088487314157895,7.248381335727781,7.248372500963919,-8.83476386182025e-06,1702.0,1701.0,-1.0,14.523913069820347,14.5243433753995,0.000430305579152801,0.22756213702733635,2678.324829250243,2676.4901338102013,-1.8346954400417417,3.2411399001312438,3.2411399001312438,0.0,7.790586556747826,7.790832802502334,0.0002462457545080454,2967.0,2971.0,4.0,21.45738170404435,21.429023584017973,-0.02835812002637894
0.8633515673239223,28,8,0.5007230067410422,1445.358299368515,1444.149047841211,-1.209251527303877,2.9936529789973814,2.9936529789973814,0.0,7.255008673496873,7.255701314748086,0.0006926412512138214,1731.0,1731.0,0.0,14.58954343361227,14.580122052783747,-0.009421380828523951,0.42203213907087334,2621.935147274671,2620.491584183995,-1.4435630906759798,4.0321367776619015,4.0321367776619015,0.0,7.776211190975304,7.776444467577936,0.00023327660263205985,2952.0,2949.0,-3.0,21.473247396867077,21.435052388868126,-0.038195007998950814
0.8633515673239223,28,9,0.4833088884183895,1469.4056796629957,1468.5614055656672,-0.8442740973284799,3.1091054199027797,3.105700855263578,-0.0034045646392018014,7.261853738878198,7.261294306335842,-0.0005594325423556867,1742.0,1740.0,-2.0,14.728163337555113,14.721358020291094,-0.00680531726401945,0.39125384179096545,2691.511986637222,2691.134777373543,-0.3772092636791058,3.7628475168806297,3.7628475168806297,0.0,7.78495102549192,7.784940599366365,-1.0426125554907628e-05,2952.0,2949.0,-3.0,21.66776099651061,21.650901059508293,-0.016859937002315917
0.8633515673239223,28,10,0.4525935518392902,1434.9865944668009,1433.9956905461088,-0.9909039206920625,3.087081610021569,3.0870502507314734,-3.1359290095345216e-05,7.250408800464289,7.249541983345454,-0.0008668171188350726,1722.0,1722.0,0.0,14.731053209069634,14.737070047077895,0.006016838008260805,0.3148546481699766,2751.9047155991643,2751.1630070615515,-0.7417085376127943,3.617312953242544,3.617312960812968,7.570423843361596e-09,7.782265431332611,7.7820524111555995,-0.00021302017701163578,2950.0,2952.0,2.0,22.75188311940083,22.74729095023269,-0.0045921691681414245
0.8633515673239223,28,11,0.40177849275482713,1425.860944477225,1425.3547284462086,-0.5062160310164927,2.7610377227860012,2.786504039131964,0.02546631634596297,7.236995934592034,7.2372318724110025,0.00023593781896824595,1695.0,1696.0,1.0,14.489697686901424,14.478236048733741,-0.011461638167682864,0.2843857286397855,2685.478604276496,2684.633293254371,-0.8453110221248608,3.6160857617597215,3.6142310018128665,-0.0018547599468550224,7.7742566737499565,7.774272348575437,1.567482548026078e-05,2943.0,2944.0,1.0,22.121319996909676,22.10336402691199,-0.01795596999768634
0.8633515673239223,28,12,0.3059464179163405,1485.582733408433,1484.855109455798,-0.7276239526349855,3.158027334073221,3.173812042818316,0.015784708745095077,7.2381185829664565,7.237920873533999,-0.00019770943245767114,1711.0,1707.0,-4.0,15.498695791858244,15.489646572946178,-0.009049218912066337,0.17047649363498973,2670.9478366946914,2669.657395431808,-1.2904412628836326,3.231596336885369,3.231596336885369,0.0,7.770374711147968,7.770101653915216,-0.000273057232752727,2928.0,2926.0,-2.0,21.972616205205163,21.96592455772782,-0.006691647477342855
0.8633515673239223,28,13,0.41667014348599263,1482.1998626603754,1480.5036239073472,-1.696238753028183,3.1473641130631074,3.3077237607405183,0.16035964767741095,7.239458503106663,7.238684641707502,-0.0007738613991605803,1708.0,1707.0,-1.0,15.544350401864216,15.545308898045082,0.0009584961808659642,0.4074800436601531,2685.5914553484536,2684.209862776418,-1.3815925720355153,4.252985420198147,4.252985419532326,-6.658211759713595e-10,7.784478457434778,7.7843090239945365,-0.00016943344024156204,2974.0,2975.0,1.0,21.959647051807007,21.954918469543287,-0.0047285822637199715
0.8633515673239223,28,14,0.36117467235337897,1463.037979789065,1464.011576671125,0.9735968820600647,3.0688676872469687,3.0688676872469687,0.0,7.260065233850074,7.260540184098687,0.000474950248612771,1749.0,1751.0,2.0,14.975014217675097,14.995052926975074,0.02003870929997653,0.1456084448148483,2734.5279455981604,2735.732196638698,1.204251040537656,3.537656129407523,3.537656129407523,0.0,7.797613204464744,7.797921127565365,0.0003079231006211103,3010.0,3013.0,3.0,22.140759027884567,22.15222720614651,0.011468178261942796
0.8633515673239223,28,15,0.17003956224627093,1492.155129341252,1490.5690660933142,-1.5860632479377728,3.5265048797874274,3.5265027933370905,-2.0864503369466547e-06,7.258581463086967,7.258352693787786,-0.00022876929918158595,1745.0,1744.0,-1.0,15.212954826872043,15.194828580503414,-0.01812624636862914,0.40594587882773747,2766.930706970843,2764.328415922222,-2.6022910486208275,3.3132999889336787,3.313299988933614,-6.483702463810914e-14,7.804535442513824,7.804357694562764,-0.0001777479510600699,3015.0,3017.0,2.0,22.19981042744928,22.174428946107916,-0.025381481341362644
0.9024243658606147,29,0,0.20494365939004505,1492.4297020019678,1491.2182208288377,-1.211481173130096,3.302488483969964,3.3024884839699635,-4.440892098500626e-16,7.234081885183729,7.2345844518381135,0.0005025666543847507,1715.0,1715.0,0.0,15.929273009719967,15.897186670808924,-0.032086338911042844,0.3082499409169228,2851.3034116447593,2850.746756042148,-0.5566556026114995,3.76366200649603,3.763662006495589,-4.409805853811122e-13,7.789333424706136,7.78948688231055,0.00015345760441398681,2970.0,2968.0,-2.0,23.886109093577144,23.878343036810968,-0.007766056766175922
0.9024243658606147,29,1,0.39933559120169565,1496.9863208953298,1495.3924569239725,-1.593863971357223,3.346762438630295,3.346762438630295,0.0,7.243844095891485,7.243740644779225,-0.00010345111225973369,1709.0,1709.0,0.0,15.560999085732721,15.550305004204475,-0.010694081528246357,0.3874749261633264,2827.9031185006747,2826.565638784674,-1.3374797160008711,4.1458789590359,4.148201319308685,0.0023223602727844295,7.785832112109486,7.785590487613741,-0.00024162449574482991,2947.0,2946.0,-1.0,23.597996135161377,23.587921514520332,-0.010074620641045584
0.9024243658606147,29,2,0.2741829084320483,1532.018652925996,1530.288229396373,-1.7304235296230672,3.330371816192091,3.330371816192086,-5.329070518200751e-15,7.251981526395381,7.251401681916687,-0.0005798444786941914,1729.0,1729.0,0.0,16.06470965245444,16.05285857044282,-0.011851082011620662,0.3184701254788669,2833.232346952831,2831.6890675059685,-1.5432794468624706,3.5290692720116144,3.5290692720116144,0.0,7.7853434441197376,7.785320822470455,-2.262164928268362e-05,2972.0,2972.0,0.0,23.74433042769163,23.725594802566963,-0.0187356251246662
0.9024243658606147,29,3,0.5812384195926001,1492.3145264842565,1490.9633768688236,-1.3511496154328597,3.24768070917072,3.24768070917072,0.0,7.239849400448049,7.23928486227352,-0.0005645381745296163,1710.0,1709.0,-1.0,15.753493386199176,15.74982174776932,-0.0036716384298571825,0.41414635985655224,2832.882923345812,2831.506816933245,-1.376106412566969,4.590417591836258,4.59041756877018,-2.3066077936562124e-08,7.791410540742689,7.790956362368119,-0.00045417837456973587,2998.0,2997.0,-1.0,23.632844846845945,23.621453799903126,-0.011391046942819116
0.9024243658606147,29,4,0.7787855199690897,1514.087739770266,1512.5537819799208,-1.5339577903450845,3.1168334648001976,3.323261550133156,0.2064280853329583,7.246913655755106,7.24695813508608,4.447933097395662e-05,1726.0,1727.0,1.0,15.833632506116551,15.821850850764596,-0.011781655351954967,0.3711474670125151,2837.6219048750436,2836.805449997353,-0.8164548776903757,3.5363103486182306,3.5363103486182306,0.0,7.786246368362963,7.786109625888857,-0.00013674247410566664,2966.0,2967.0,1.0,23.71427418026964,23.705237531718296,-0.009036648551344229
0.9024243658606147,29,5,0.45918864688757055,1511.1408772680118,1509.581193255975,-1.5596840120367688,2.8971898746039404,2.858973632213058,-0.03821624239088228,7.248688849696792,7.248743567156416,5.4717459624598064e-05,1722.0,1723.0,1.0,15.869054029217619,15.83694415894644,-0.032109870271177954,0.27958168034669817,2795.5157151484864,2793.6764783999733,-1.8392367485130308,3.9928561057606595,3.9928561057606595,0.0,7.780170939262679,7.780043108604187,-0.00012783065849220066,2968.0,2967.0,-1.0,23.448373294598998,23.433398825348796,-0.01497446925020185
0.9024243658606147,29,6,0.36802221955789427,1444.0796465094452,1442.4896647650803,-1.5899817443648772,2.982716247433012,2.982716247433012,0.0,7.215186271676237,7.215274663474447,8.839179820974152e-05,1675.0,1674.0,-1.0,15.304604788620999,15.287152598762193,-0.017452189858806477,0.3527840512149014,2863.286343510639,2861.478383006918,-1.8079605037210058,3.7621646137165095,3.762164594384721,-1.9331788614351808e-08,7.795867218725338,7.796268497086586,0.0004012783612479254,3009.0,3011.0,2.0,23.786907225964747,23.754439763640246,-0.03246746232450093
0.9024243658606147,29,7,0.5791750384234259,1509.712678344259,1506.7169929715187,-2.995685372740354,3.292895965707971,3.292935831170004,3.98654620328287e-05,7.240865112123914,7.240576033152176,-0.00028907897173802155,1708.0,1707.0,-1.0,15.810993589604006,15.789235843495725,-0.02175774610828185,0.1833355556876256,2850.7061468970815,2848.338033656354,-2.3681132407273253,3.8369310057999044,3.8369310057999044,0.0,7.7980697477508905,7.798239216259497,0.00016946850860666274,2994.0,2997.0,3.0,23.635323076186857,23.601975047594102,-0.033348028592754986
0.9024243658606147,29,8,0.6041334955177808,1534.5561209457628,1533.274504107379,-1.2816168383837976,3.0616962332237048,3.0616962332237048,0.0,7.2749974482218045,7.274919494527492,-7.795369431207178e-05,1770.0,1770.0,0.0,15.881668157696463,15.87422649535296,-0.007441662343502742,0.24808004501989486,2756.947974780982,2755.8328008522035,-1.115173928778404,3.390342228978779,3.390342228978779,0.0,7.765888839342558,7.766305067844347,0.0004162285017894618,2893.0,2891.0,-2.0,22.99835441231103,22.965078549972205,-0.033275862338825846
0.9024243658606147,29,9,0.7076338228321934,1513.2343747975863,1511.5431314676832,-1.6912433299030454,2.825687744168346,2.9702843722000245,0.1445966280316786,7.260755908930779,7.261884609928174,0.0011287009973948159,1725.0,1727.0,2.0,15.35770221101507,15.33010146264603,-0.027600748369039252,0.46421541886296325,2831.4765000697166,2829.5600939189617,-1.9164061507549377,3.5458857736932683,3.547334130068451,0.0014483563751825912,7.786176974319051,7.786224070815159,4.709649610745714e-05,2949.0,2949.0,0.0,23.54441299853512,23.524987124236972,-0.019425874298146795
0.9024243658606147,29,10,0.355598876312531,1501.1697321842976,1499.3147359799677,-1.8549962043298365,3.221718340354466,3.2217165800081538,-1.7603463122739527e-06,7.243792241548375,7.243266101612703,-0.0005261399356717433,1712.0,1709.0,-3.0,15.656858061094717,15.643310161484541,-0.013547899610175662,0.47282929847758937,2832.2924786540107,2831.0116282885147,-1.2808503654960077,3.798642621314326,3.798642621314326,0.0,7.782436569801534,7.782592951100657,0.00015638129912343146,2967.0,2967.0,0.0,23.63407529092827,23.60619773751335,-0.0278775534149176
0.9024243658606147,29,11,0.15711895429060332,1502.5143738845895,1501.260112373694,-1.2542615108955033,3.228925881274282,3.2289252072502017,-6.740240801050845e-07,7.240067498592052,7.240522261515082,0.00045476292303003873,1706.0,1703.0,-3.0,15.765938472774241,15.735326140900401,-0.03061233187384005,0.11167486857049475,2850.302406467911,2848.8708402975763,-1.4315661703349178,3.8691908373885027,3.8691908373885027,0.0,7.78971032717952,7.789226805582556,-0.000483521596963854,3003.0,3000.0,-3.0,23.843680037141,23.833946717631505,-0.009733319509493299
0.9024243658606147,29,12,0.3780566069056372,1494.8599654164518,1494.3102712707223,-0.5496941457295179,3.6875137777272218,3.6875137777264615,-7.602807272633072e-13,7.251461818915044,7.250605223178325,-0.0008565957367192567,1721.0,1721.0,0.0,15.448048296206059,15.47207402177398,0.024025725567920375,0.26904380173575315,2839.3502181871786,2839.086597813794,-0.2636203733845832,4.580512663511724,4.580512663511724,0.0,7.778717864182868,7.778594252317619,-0.00012361186524856294,2954.0,2954.0,0.0,24.073947339909598,24.064938886665225,-0.009008453244373271
0.9024243658606147,29,13,0.3229227476869988,1535.7510326899971,1535.1485161839469,-0.6025165060502786,3.269736394187408,3.269736394187408,0.0,7.258639364633252,7.258265822043419,-0.0003735425898332423,1746.0,1745.0,-1.0,15.972161678356219,15.98012409777191,0.007962419415690647,0.13411343730312908,2834.248521575525,2833.9536586981158,-0.29486287740928674,4.312506762332356,4.3125067623431725,1.0816236795108125e-11,7.799615286958089,7.799690790163537,7.550320544869038e-05,3014.0,3014.0,0.0,23.40502421744542,23.40212347975952,-0.0029007376858984912
0.9024243658606147,29,14,0.6403586236866667,1479.2698241621156,1478.5256115081436,-0.7442126539719993,3.366647399344997,3.411469742541298,0.04482234319630107,7.232710862022599,7.232826910170426,0.00011604814782728567,1706.0,1707.0,1.0,15.671734269091322,15.680489404657095,0.008755135565772676,0.18954774341442998,2761.477762830084,2760.0120880156674,-1.4656748144166158,4.063058238397037,4.063058238397037,0.0,7.761122733406388,7.760948936385477,-0.00017379702091169236,2915.0,2914.0,-1.0,23.504417291002618,23.476684388660953,-0.02773290234166481
0.9024243658606147,29,15,0.2146284924607349,1534.7069279451784,1533.400158857489,-1.3067690876894176,3.126722404643892,3.125263398794105,-0.0014590058497869762,7.277569959135887,7.276989419750667,-0.0005805393852202911,1776.0,1774.0,-2.0,15.73469070255324,15.730069105896813,-0.004621596656425808,0.1801347416032945,2792.4535515595608,2791.619822979028,-0.8337285805328065,3.6636512152525027,3.6636512152525027,0.0,7.774730469192527,7.774636871224542,-9.359796798502629e-05,2954.0,2954.0,0.0,23.55987351617287,23.564830800224005,0.004957284051133826
0.9432654864149774,30,0,0.3349555281564124,1585.8106877209173,1584.6492036484585,-1.1614840724587339,3.572407158035814,3.5724071580360115,1.9761969838327786e-13,7.247031498114706,7.246692866076401,-0.0003386320383045316,1707.0,1707.0,0.0,16.882636972786866,16.884221098579953,0.0015841257930873098,0.29174646071889787,2962.1277617564406,2961.1562157951976,-0.9715459612430095,4.040108931402248,4.040108931402248,0.0,7.793485048212204,7.794210692410366,0.0007256441981624562,2994.0,2996.0,2.0,25.32082675913401,25.279121021084244,-0.041705738049767405
0.9432654864149774,30,1,0.5782169564458663,1549.0678112113187,1548.3808758776845,-0.6869353336342101,3.2960768746966354,3.2960768746966354,0.0,7.219693867505339,7.2200037511231,0.00030988361776085327,1677.0,1678.0,1.0,16.89168369892474,16.88651902134318,-0.00516467758156125,0.600912148895032,2881.175061245981,2879.738294285094,-1.436766960886871,3.986754648905893,3.986754469516088,-1.793898047885989e-07,7.762716379186482,7.762609454542101,-0.00010692464438122329,2900.0,2898.0,-2.0,24.748363720814243,24.72612377388311,-0.022239946931133403
0.9432654864149774,30,2,0.13308149040231312,1601.9981171016143,1600.9334567546987,-1.0646603469156162,3.260736123423782,3.26258105266655,0.001844929242768245,7.26658277636465,7.26679551497464,0.00021273860998949345,1752.0,1752.0,0.0,16.818679934699944,16.80184789502577,-0.016832039674174126,0.259028568088694,3005.1057462664594,3004.214692817596,-0.8910534488632038,3.927215518209244,3.9272155467925227,2.8583278854910077e-08,7.785862015024372,7.785975758963563,0.00011374393919094672,2969.0,2970.0,1.0,25.809450789431555,25.79700679025826,-0.012443999173296305
0.9432654864149774,30,3,0.1584579521031062,1568.843948683445,1568.3086351956863,-0.5353134877586854,3.2103555832160415,3.21035558321158,-4.461320202153729e-12,7.248695772736122,7.248561794592625,-0.0001339781434968046,1718.0,1717.0,-1.0,16.643833407071245,16.64509220248629,0.001258795415044034,0.21931577503085598,2995.315185370998,2995.114118143433,-0.2010672275646357,3.96901051414819,3.96901051414819,0.0,7.804434094545853,7.804420730587376,-1.3363958476730886e-05,3010.0,3012.0,2.0,25.233068254186712,25.225063741923897,-0.008004512262814956
0.9432654864149774,30,4,0.3062533065771499,1582.6992360636405,1582.1151223107943,-0.5841137528461786,3.318405423847962,3.2668810602404057,-0.05152436360755619,7.2563194179529145,7.256420503970556,0.00010108601764180492,1741.0,1740.0,-1.0,16.724414408851977,16.723743472085598,-0.0006709367663795263,0.13956960454148803,2966.2609071636934,2966.446273306213,0.18536614251934225,3.5839861990841912,3.5839861990841912,0.0,7.79967362205123,7.799644895612588,-2.8726438642046048e-05,3010.0,3010.0,0.0,24.985833819915616,24.989434393733138,0.0036005738175219903
0.9432654864149774,30,5,0.364950575727905,1563.8420782131286,1563.1388056294306,-0.7032725836979807,3.2236825059200256,3.2236825059200256,0.0,7.249604840790131,7.249357012882218,-0.00024782790791277876,1709.0,1710.0,1.0,16.42608485867342,16.428260346144576,0.0021754874711561456,0.26871293541705676,2936.074073904683,2935.5187101668284,-0.5553637378543499,3.882815416138576,3.882815416138576,0.0,7.789081901126627,7.789107872587564,2.597146093741287e-05,2983.0,2983.0,0.0,25.00245505622644,24.999777094345255,-0.002677961881186519
0.9432654864149774,30,6,0.41414831623504145,1620.2852253876558,1619.7648671338325,-0.5203582538233604,3.2649471687283387,3.596659597811701,0.3317124290833622,7.256178069993363,7.255488351752394,-0.0006897182409693059,1741.0,1739.0,-2.0,17.277914402215046,17.31457379864823,0.03665939643318339,0.48615184643966924,2953.61161769016,2952.6502116941124,-0.961405996047688,4.057123955380687,4.057123953838401,-1.5422862986724795e-09,7.776411911450028,7.776433291396553,2.1379946525179605e-05,2928.0,2930.0,2.0,25.409327126084655,25.387778312625958,-0.02154881345869697
0.9432654864149774,30,7,0.14985117623819438,1601.6972475236798,1601.4551374541459,-0.24211006953396463,3.718045627851766,3.666700939860963,-0.05134468799080327,7.248258125343024,7.248804039330072,0.0005459139870485075,1714.0,1716.0,2.0,17.176345248136393,17.157506514964723,-0.01883873317166973,0.18196453182279712,2955.4959858821558,2954.702540996398,-0.7934448857577081,3.67808539306009,3.67808524564511,-1.4741498022274868e-07,7.776140924335729,7.776392147310647,0.0002512229749180861,2947.0,2947.0,0.0,25.483983353897994,25.472550914908705,-0.011432438989288585
0.9432654864149774,30,8,0.5369545769584851,1578.498008485999,1577.9055753933626,-0.5924330926363837,3.4933116429690774,3.4933116429690774,0.0,7.265294970079818,7.264373941622548,-0.0009210284572702676,1736.0,1734.0,-2.0,16.455156647683136,16.493165854462404,0.03800920677926811,0.3425287850693982,2933.416542957326,2932.4799356508433,-0.9366073064825287,3.744352766460384,3.744352766460384,0.0,7.791104534768115,7.79097697977772,-0.00012755499039496243,2965.0,2967.0,2.0,24.795856391427346,24.782713581969904,-0.013142809457441729
0.9432654864149774,30,9,0.22883189813677796,1548.5038526392025,1547.4021887449658,-1.101663894236708,3.2783238902313596,3.2783238902313596,0.0,7.251760680013369,7.251270922330828,-0.0004897576825415584,1716.0,1715.0,-1.0,16.350444355343985,16.331691826891184,-0.018752528452800732,0.5039898289822058,3010.5188657788435,3008.863854522885,-1.6550112559584704,3.8896587513757304,3.8896587513757304,0.0,7.814954550184085,7.814695559623617,-0.0002589905604679643,3063.0,3062.0,-1.0,25.245163393404493,25.237384743136484,-0.007778650268008391
0.9432654864149774,30,10,0.19761382858288082,1528.8461873476822,1527.3730418080354,-1.4731455396467936,3.2645299190601844,3.264572465992917,4.2546932732534515e-05,7.2420615822663,7.241805587056765,-0.0002559952095344542,1695.0,1695.0,0.0,16.200608743737618,16.181758325563298,-0.018850418174320538,0.19011945810233544,2983.808542174658,2982.128005442753,-1.6805367319052493,4.1201046463749655,4.120104646374949,-1.687538997430238e-14,7.798497629690971,7.798605946037975,0.00010831634700458892,3002.0,3001.0,-1.0,25.429565123772228,25.418137990852596,-0.011427132919632044
0.9432654864149774,30,11,0.49279802756228697,1574.796355902401,1572.740148678872,-2.0562072235291,3.3575187594985456,3.3575187594627356,-3.58100216146795e-11,7.247400379999213,7.247822493204162,0.00042211320494889293,1730.0,1729.0,-1.0,16.93249439747459,16.905050514058342,-0.027443883416246706,0.1909513633651863,2921.4992264060425,2919.4628825211234,-2.036343884919006,3.600072614635707,3.600072614635707,0.0,7.78906576031764,7.789193750574887,0.0001279902572468572,2975.0,2975.0,0.0,24.525585898890203,24.485591956799464,-0.0399939420907387
0.9432654864149774,30,12,0.2810345331552845,1574.4594652738476,1572.700384319392,-1.7590809544556123,2.9612576073483865,2.961257476601167,-1.307472197176196e-07,7.259884243955113,7.260079323895312,0.00019507994019907215,1737.0,1738.0,1.0,16.37148853791728,16.347838828126736,-0.023649709790543483,0.393334106458452,2916.9135148083365,2915.3603046327394,-1.553210175597087,4.323050423608461,4.323050423608461,0.0,7.777656973673775,7.777600407148233,-5.656652554186792e-05,2958.0,2956.0,-2.0,24.918670187517815,24.897244550690345,-0.021425636827469674
0.9432654864149774,30,13,0.3299568228296438,1556.158118471224,1555.8251353955611,-0.3329830756629235,3.296140898448851,3.296140898448851,0.0,7.246201686293974,7.246648739215808,0.0004470529218343344,1696.0,1696.0,0.0,16.378689595559955,16.358039867524052,-0.02064972803590237,0.13129930363519876,3006.1624498303645,3005.544050507183,-0.6183993231816203,4.216858281065486,4.216858281065486,0.0,7.784400998288953,7.78478329600732,0.000382297718367397,2965.0,2968.0,3.0,25.90952557492231,25.887178083018526,-0.02234749190378338
0.9432654864149774,30,14,0.41983238819180113,1593.8694719998025,1592.9890648892624,-0.8804071105400908,3.470998744338912,3.470998744338109,-8.029132914089132e-13,7.245505442000905,7.24536731551313,-0.00013812648777467018,1719.0,1719.0,0.0,17.1010786223835,17.103430492619832,0.0023518702363318766,0.4564566444642912,2962.600739190183,2961.890635252853,-0.7101039373301319,3.795566005513278,3.795566005513278,0.0,7.7806763285483065,7.780402036552963,-0.0002742919953435674,2940.0,2940.0,0.0,25.33071157590135,25.31485614503179,-0.01585543086956065
0.9432654864149774,30,15,0.3763547106025388,1565.5094859663654,1564.1365729476306,-1.3729130187348346,3.2855724145715786,3.2855724146286565,5.707789796360885e-11,7.245716489668071,7.245701184920167,-1.5304747904565374e-05,1714.0,1712.0,-2.0,16.445283985505263,16.43906120291247,-0.006222782592793408,0.32905899966276736,2898.3661946753127,2897.520472253557,-0.8457224217559087,4.465697057926799,4.465697057926799,0.0,7.784260783889193,7.7842046583118485,-5.612557734480106e-05,2956.0,2954.0,-2.0,24.6637920418614,24.651730328671754,-0.012061713189645218
