sigma,realization,dprime_analytic,h0_bottleneck_normalized,h1_bottleneck_normalized
0.5,0,17.72453850905516,0.6014204927351762,0.7590135234263204
0.5,1,17.72453850905516,0.8557742479871149,0.9142118190260563
0.5,2,17.72453850905516,0.5612869064005486,0.4383818019367459
0.5,3,17.72453850905516,0.6478726406805175,0.7078203873178032
0.5,4,17.72453850905516,0.8683719295460944,1.3361996942749683
0.5,5,17.72453850905516,0.8756112623490829,1.0634892202035688
0.5,6,17.72453850905516,0.6978594080974178,0.5023809696117878
0.5,7,17.72453850905516,0.8369357747443777,0.6313833529612654
0.5,8,17.72453850905516,0.5409446562338253,0.8745855211583634
0.5,9,17.72453850905516,0.6070953477711694,0.9010144080039821
0.5,10,17.72453850905516,0.6772381814323025,0.5142942235219489
0.5,11,17.72453850905516,1.005316573365298,0.7416274143533947
0.5,12,17.72453850905516,1.0562740143625637,0.5558534018226856
0.5,13,17.72453850905516,0.5133113140014871,0.43773844484239827
0.5,14,17.72453850905516,0.9191295035704892,0.45978776001121124
0.5,15,17.72453850905516,0.9786873885606326,0.5569737464034757
0.75,0,11.816359006036775,0.49407875728449996,0.35682801415846743
0.75,1,11.816359006036775,0.4980431386194864,0.45100566064977166
0.75,2,11.816359006036775,0.539596327390184,0.5598349532175854
0.75,3,11.816359006036775,0.7647901780645948,0.3843450097139531
0.75,4,11.816359006036775,0.7641140176232281,0.24096272082033385
0.75,5,11.816359006036775,1.0313175555605592,0.3951378902403904
0.75,6,11.816359006036775,0.5681538714511477,0.511625325439908
0.75,7,11.816359006036775,0.775425297490392,0.25501325180054196
0.75,8,11.816359006036775,0.37643359509513424,0.2520921918984987
0.75,9,11.816359006036775,0.6960276179131103,0.22802758562446548
0.75,10,11.816359006036775,0.6560070987621798,0.22357318656822453
0.75,11,11.816359006036775,0.3562475183961011,0.22952563465945697
0.75,12,11.816359006036775,0.5433188980191426,0.3431693250137222
0.75,13,11.816359006036775,0.3817419434442278,0.3363324265693888
0.75,14,11.816359006036775,0.6583921985442099,0.4717121121546029
0.75,15,11.816359006036775,0.3576275063967412,0.2951253489389218
1.0,0,8.86226925452758,0.5178079231543442,0.3546534188177062
1.0,1,8.86226925452758,0.3003812925452449,0.20104992588314727
1.0,2,8.86226925452758,0.21395510081665314,0.1855057433560922
1.0,3,8.86226925452758,0.6723591470738497,0.4928972195599493
1.0,4,8.86226925452758,0.32838831920655087,0.22503375161617967
1.0,5,8.86226925452758,0.3987665104855833,0.479015218038488
1.0,6,8.86226925452758,0.22244208517737624,0.1640154621085408
1.0,7,8.86226925452758,0.39148122874881686,0.1945544383686772
1.0,8,8.86226925452758,0.1451233111455814,0.2779467073751464
1.0,9,8.86226925452758,0.3653379325541688,0.22424435629136952
1.0,10,8.86226925452758,0.32546913695085633,0.1847856535645151
1.0,11,8.86226925452758,0.18483544709802913,0.19505718964335064
1.0,12,8.86226925452758,0.4104751142494274,0.5220417501195908
1.0,13,8.86226925452758,0.6495553619028864,0.2298476064401229
1.0,14,8.86226925452758,0.46494871997240084,0.23454467332922124
1.0,15,8.86226925452758,0.3400599137636745,0.15687329089389185
1.0,16,8.86226925452758,0.765822008324142,0.134686072468464
1.0,17,8.86226925452758,0.31334049989525226,0.23501245916012584
1.0,18,8.86226925452758,0.2666281936626202,0.47003354752580007
1.0,19,8.86226925452758,0.4568041436641175,0.2327396647701965
1.0,20,8.86226925452758,0.34255934315409764,0.3368628028026184
1.0,21,8.86226925452758,0.31752731656885913,0.12010406951155433
1.0,22,8.86226925452758,0.4106833092961957,0.17166962278263598
1.0,23,8.86226925452758,0.18139935393813447,0.23357300586513363
1.0,24,8.86226925452758,0.36116302722221083,0.39373136150564253
1.0,25,8.86226925452758,0.3299475046331404,0.2883292826375098
1.0,26,8.86226925452758,0.39693243809858436,0.5811703754222534
1.0,27,8.86226925452758,0.3731402679547899,0.29154214601562023
1.0,28,8.86226925452758,0.21268483678366149,0.15821671676369367
1.0,29,8.86226925452758,0.21972991098091227,0.1954521832945648
1.0,30,8.86226925452758,0.17726421031619996,0.19649214743128374
1.0,31,8.86226925452758,0.2598369941732676,0.19852006854632154
1.0,32,8.86226925452758,0.23512826603017883,0.22516984926832806
1.0,33,8.86226925452758,0.7136790635705633,0.25425356823355094
1.0,34,8.86226925452758,0.3327464918183366,0.8781458751542888
1.0,35,8.86226925452758,0.435722198007394,0.3663864607276828
1.0,36,8.86226925452758,0.4107005581225308,0.2775656693722215
1.0,37,8.86226925452758,0.22650979728270032,0.17175503437867268
1.0,38,8.86226925452758,0.21786611395434213,0.2011045003311437
1.0,39,8.86226925452758,0.2233507529014613,0.3532806436663038
1.0,40,8.86226925452758,0.20759990636067954,0.32640296103854183
1.0,41,8.86226925452758,0.2674191344634218,0.2997716150109086
1.0,42,8.86226925452758,0.22275433891118285,0.23482577201020993
1.0,43,8.86226925452758,0.4040535668755584,0.15825622961234143
1.0,44,8.86226925452758,0.6909533167965164,0.2001567808224704
