sigma,realization,dprime_analytic,h0_bottleneck_normalized,h1_bottleneck_normalized
0.5,0,17.72453850905516,1.0151650647676504,0.8817159043903914
0.5,1,17.72453850905516,0.9414428134627242,0.5284962722954911
0.5,2,17.72453850905516,0.8528318756382423,0.8397648431884379
0.5,3,17.72453850905516,0.7792301806553323,0.6626418700838588
0.5,4,17.72453850905516,0.8058037942596792,0.802853260410122
0.5,5,17.72453850905516,0.8199406898488824,0.5826754197720702
0.5,6,17.72453850905516,0.8028232422629246,0.7147003578840434
0.5,7,17.72453850905516,0.8933206927921208,0.5557453278076331
0.5,8,17.72453850905516,0.5284066762349906,0.5679096909706169
0.5,9,17.72453850905516,1.0096305078064125,0.7007540485680657
0.5,10,17.72453850905516,0.9173506892452838,0.36264830330000297
0.5,11,17.72453850905516,0.8976861538390078,0.4834357493384457
0.5,12,17.72453850905516,0.8212685508730018,0.7721530146279161
0.5,13,17.72453850905516,0.5511083969526187,0.44232872232084286
0.5,14,17.72453850905516,0.8814557845726432,0.7456749735441617
0.5,15,17.72453850905516,0.6180058936865727,0.8129784787734838
0.75,0,11.816359006036775,0.42949712209668095,0.3380154694440418
0.75,1,11.816359006036775,0.31343022881475174,0.31589540388908816
0.75,2,11.816359006036775,0.39987198471421886,0.4113142082975503
0.75,3,11.816359006036775,0.7917465342076347,0.4852588816816928
0.75,4,11.816359006036775,0.7544735532933252,0.3296223222749521
0.75,5,11.816359006036775,0.19315280367727458,0.6724805420460477
0.75,6,11.816359006036775,0.5861731793397863,0.21460461387552943
0.75,7,11.816359006036775,0.4743921449059713,0.29927831882309414
0.75,8,11.816359006036775,0.8823292434024849,0.40878121861951605
0.75,9,11.816359006036775,0.3221037102829755,0.5510062758037724
0.75,10,11.816359006036775,0.8110030025219469,0.33497060710951576
0.75,11,11.816359006036775,1.1158921373964026,0.2816284377853726
0.75,12,11.816359006036775,0.331062105756091,0.23903360997060688
0.75,13,11.816359006036775,0.3233920863675837,0.29593752906147247
0.75,14,11.816359006036775,0.5394890094891434,0.22583686724255828
0.75,15,11.816359006036775,0.47398105961918463,0.31272309894265155
1.0,0,8.86226925452758,0.3545687072180604,0.30016078974165966
1.0,1,8.86226925452758,0.557677323972441,0.3044881973697413
1.0,2,8.86226925452758,0.4978319033917443,0.24539759901463593
1.0,3,8.86226925452758,0.3738306380435978,0.20361768330486596
1.0,4,8.86226925452758,0.47625353980169305,0.23755497766220235
1.0,5,8.86226925452758,0.3069747441376497,0.19453303743229167
1.0,6,8.86226925452758,0.4291278843547273,0.26802495724026065
1.0,7,8.86226925452758,0.46623224845220185,0.12901946195756825
1.0,8,8.86226925452758,0.4448505942798272,0.4429522521646719
1.0,9,8.86226925452758,0.318465665700507,0.26995150261461176
1.0,10,8.86226925452758,0.35391698199094757,0.3362200538903007
1.0,11,8.86226925452758,0.39854326380385163,0.16013327919603765
1.0,12,8.86226925452758,0.17696401343716323,0.3779491551287891
1.0,13,8.86226925452758,0.29903335210264015,0.23410910519789047
1.0,14,8.86226925452758,0.25089387954779463,0.2059496478623358
1.0,15,8.86226925452758,0.31718191445909316,0.21997699038778673
1.0,16,8.86226925452758,0.27997814416851685,0.19451037697210377
1.0,17,8.86226925452758,0.1589639409846939,0.20066239241882014
1.0,18,8.86226925452758,0.34545922477157787,0.5084028259672478
1.0,19,8.86226925452758,0.4836370644999151,0.28246341025947597
1.0,20,8.86226925452758,0.30935722937872523,0.1906863958513519
1.0,21,8.86226925452758,0.4801379482188627,0.12006188256337826
1.0,22,8.86226925452758,0.3187964233021498,0.3017404469546313
1.0,23,8.86226925452758,0.5807942847133059,0.14744967529119157
1.0,24,8.86226925452758,0.342695971471276,0.2489775756583539
1.0,25,8.86226925452758,0.38149448304920075,0.22717916239161917
1.0,26,8.86226925452758,0.4551100011889361,0.2760851661180971
1.0,27,8.86226925452758,0.2523477446489381,0.3840809985364015
1.0,28,8.86226925452758,0.25584583224655744,0.6907421359369456
1.0,29,8.86226925452758,0.15602932757354845,0.2298342635715121
1.0,30,8.86226925452758,0.25592738534848114,0.24827937651947155
1.0,31,8.86226925452758,0.3681795765649045,0.24924173941471175
1.0,32,8.86226925452758,0.35108007097862437,0.39074598495554036
1.0,33,8.86226925452758,0.3124548202588403,0.13818928651351148
1.0,34,8.86226925452758,0.39710091339449216,0.21012549294274907
1.0,35,8.86226925452758,0.5517719372641704,0.39486670672670554
1.0,36,8.86226925452758,0.19649444825780943,0.17259213408896829
1.0,37,8.86226925452758,0.20033162945940813,0.40636651360914156
1.0,38,8.86226925452758,0.3267890914802434,0.19204446078206455
1.0,39,8.86226925452758,0.38724921650083544,0.2688653178076743
1.0,40,8.86226925452758,0.2633125171290487,0.1742378834139548
1.0,41,8.86226925452758,0.513323476295303,0.2561507376042223
1.0,42,8.86226925452758,0.25780490094870034,0.2650156146765082
1.0,43,8.86226925452758,0.3748552712563141,0.3283179537958797
1.0,44,8.86226925452758,0.39356609071515514,0.41307941240580853
1.0,45,8.86226925452758,0.5409776967031346,0.22353569294180464
1.0,46,8.86226925452758,0.1485499869398344,0.4026867424859244
1.0,47,8.86226925452758,0.29624028922584844,0.23649153868412442
1.0,48,8.86226925452758,0.20144246711982983,0.354830711104308
1.0,49,8.86226925452758,0.38802201337814846,0.2983461457344381
1.0,50,8.86226925452758,0.2579267966812744,0.3144799710361501
1.0,51,8.86226925452758,0.23051961958193123,0.534804302084153
1.0,52,8.86226925452758,0.3816695866108296,0.2080870775965373
1.0,53,8.86226925452758,0.41797214216978196,0.2940773497118846
1.0,54,8.86226925452758,0.2525937276974037,0.38294442310380655
1.0,55,8.86226925452758,0.22662238240892343,0.3588425638296091
1.0,56,8.86226925452758,0.3903800307946592,0.17712848735882436
1.0,57,8.86226925452758,0.41923468066706665,0.22759857298109482
1.0,58,8.86226925452758,0.1976048160108952,0.4847133349988155
1.0,59,8.86226925452758,0.8390406223600184,0.13315713120659414
1.0,60,8.86226925452758,0.4076829318323939,0.37390278502958996
1.0,61,8.86226925452758,0.18638965420722856,0.23427058066162615
1.0,62,8.86226925452758,0.1638199852994071,0.21411572294920436
1.0,63,8.86226925452758,0.2926496966616974,0.13969376183185508
1.1,0,8.056608413206892,0.37460944381239586,0.28352620268173534
1.1,1,8.056608413206892,0.33193179793259003,0.3122694138065964
1.1,2,8.056608413206892,0.17041868647268338,0.18813882521756556
1.1,3,8.056608413206892,0.15153061122445424,0.1491706428139966
1.1,4,8.056608413206892,0.2644305357266473,0.373242461303465
1.1,5,8.056608413206892,0.4392777722039119,0.18532533572761678
