sigma,n_pairs,dprime_analytic,h0_bottleneck_normalized,h0_standard_error
0.5,16,17.72453850905516,0.8209669379311304,0.03621790751525142
0.75,16,11.816359006036775,0.546374369117841,0.06400977525080188
1.0,64,8.86226925452758,0.3470714804236372,0.015737734549121852
1.1,64,8.056608413206892,0.3035167965532014,0.016955864493348297
1.2,64,7.3852243787729845,0.2936118808319836,0.01639187433389759
1.3,64,6.817130195790447,0.23982412181485965,0.01133822624201005
1.4,64,6.330192324662558,0.230126034813615,0.012618074931617507
1.5,64,5.9081795030183875,0.20976164814911452,0.012034185025006002
1.6,64,5.538918284079737,0.18923303467203,0.009607398874460429
1.7,64,5.213099561486812,0.17719193336171976,0.00885221152802333
1.8,64,4.923482919181989,0.17567953586989404,0.009832132245715003
1.9,64,4.6643522392250425,0.16666379604451514,0.010443026631357636
2.0,64,4.43113462726379,0.16812421101389108,0.00914256223330508
2.1,64,4.220128216441705,0.16617453598120763,0.008708822189474314
2.2,64,4.028304206603446,0.15508763793116495,0.009421514701621881
2.3,64,3.8531605454467743,0.15293910761932938,0.007048652513314896
2.4,64,3.6926121893864923,0.14182765168730632,0.007911482455233628
2.5,64,3.544907701811032,0.14165526409334578,0.006495522412479933
3.0,16,2.9540897515091937,0.14295648469665467,0.015859178346454988
4.0,16,2.215567313631895,0.1095454473264208,0.01197522391022227
8.0,16,1.1077836568159476,0.07940825848327107,0.007145994816342294
