matrix_size,lesion_sigma_px,sigma,n_pairs,dprime_analytic,h0_bottleneck_normalized,h0_bottleneck_normalized_se,h1_bottleneck_normalized,h1_bottleneck_normalized_se
128,5.0,3.2,64,2.7694591420398686,0.11419528343255522,0.005518048747034471,0.12967765486042684,0.006736170628289565
128,5.0,4.0,64,2.215567313631895,0.10339815102730625,0.004499933783196445,0.11508652583182977,0.005032588597259816
128,5.0,5.0,64,1.772453850905516,0.09623888608472314,0.003941386598748569,0.09910692246369185,0.00368926796579075
128,5.0,6.5,16,1.3634260391580892,0.06897733815420429,0.004887691287683213,0.08852160159663866,0.004726832369105166
128,5.0,8.0,16,1.1077836568159476,0.07117009474078406,0.005069134673276302,0.08196115185758804,0.004980290444852258
128,5.0,12.0,16,0.7385224378772984,0.055505892069168054,0.003091644133251326,0.06469067829287603,0.0032179312179594385
128,5.0,20.0,16,0.443113462726379,0.04159296011200095,0.0015569377351289956,0.04230705538532579,0.0012004166326078103
128,7.0,0.25,16,49.62870782535445,1.1357947523203125,0.06515703492870463,1.2500824937353472,0.05223920153443352
128,7.0,0.35,16,35.44907701811032,1.093599046524081,0.060015725537325565,1.0631433627968792,0.03921707620585203
128,7.0,0.5,64,24.814353912677223,0.9926737338193911,0.019061031435170298,0.7871350520058409,0.0241571857822924
128,7.0,0.65,64,19.087964548213247,0.7746943199645533,0.020924096859509703,0.5782916510201841,0.021551396867386774
128,7.0,0.8,64,15.508971195423264,0.5779748198904524,0.02009584876148617,0.4495146457999277,0.018118072165091884
128,7.0,1.0,64,12.407176956338612,0.4081978987605036,0.014280732914891615,0.35042179511323623,0.01347349245937879
128,7.0,1.25,64,9.92574156507089,0.3384575007182484,0.01385157030982393,0.3069173653803321,0.015096093241713699
128,7.0,1.6,64,7.754485597711632,0.26253538611760135,0.011934681024095246,0.22239823900684103,0.009054083067007416
128,7.0,2.0,64,6.203588478169306,0.19608549916579798,0.009697476648870603,0.20644392673835973,0.008651038318321045
128,7.0,2.5,64,4.962870782535445,0.16869806833035722,0.007719828341721951,0.18111726320958824,0.007888858637099523
