sigma,n_pairs,dprime_analytic,h0_bottleneck_normalized,h0_standard_error
0.5,16,17.72453850905516,0.8380571727716863,0.05042581096949722
0.75,16,11.816359006036775,0.477923087276484,0.027260247253717458
1.0,64,8.86226925452758,0.3383694346461927,0.016922222373005454
1.1,64,8.056608413206892,0.3388249812308398,0.016747158385575615
1.2,64,7.3852243787729845,0.28101190900024065,0.01527758530921235
1.3,64,6.817130195790447,0.24232989291052495,0.01184688530320257
1.4,64,6.330192324662558,0.21522512579343622,0.012600266814912066
1.5,64,5.9081795030183875,0.19778101392428724,0.012405638507305802
1.6,64,5.538918284079737,0.21345229455344503,0.013025059789707484
1.7,64,5.213099561486812,0.19808481408616996,0.010183718112452958
1.8,64,4.923482919181989,0.15539135856099767,0.007207875362564049
1.9,64,4.6643522392250425,0.16250658255684203,0.008438496818177562
2.0,64,4.43113462726379,0.17231134591514885,0.009099548512763218
2.1,64,4.220128216441705,0.17747541455730714,0.011062683976770082
2.2,64,4.028304206603446,0.15732614770832826,0.008594904459726849
2.3,64,3.8531605454467743,0.13228402049989957,0.005701381092250298
2.4,64,3.6926121893864923,0.15054329776765674,0.008095816871546202
2.5,64,3.544907701811032,0.13186442106147447,0.00762705610207556
3.0,16,2.9540897515091937,0.12343273123540781,0.011018597475931275
4.0,16,2.215567313631895,0.11319908383142745,0.013787918578743986
8.0,16,1.1077836568159476,0.06592294642963809,0.0044487662291549475
