seed,breakpoint_sigma,within_bootstrap_variance,ci_low,ci_high,ci_width
20260906,1.2999999999999998,0.005947895791583158,1.1,1.4,0.2999999999999998
20260916,1.2999999999999998,0.011051663326653296,1.0,1.4,0.3999999999999999
20260926,1.4,0.006663887775551106,1.2,1.5999999999999999,0.3999999999999999
20261006,1.2999999999999998,0.007622084168336665,1.1,1.4,0.2999999999999998
20261016,1.1,0.00509863727454909,1.0,1.2999999999999998,0.2999999999999998
