matrix_size,lesion_sigma_px,sigma,sigma_index,realization,dprime_analytic,h0_bottleneck_normalized,h1_bottleneck_normalized
64,5.0,0.25,0,0,35.449077018110316,0.9399562815920661,1.579482088412182
64,5.0,0.25,0,1,35.449077018110316,0.6482059013965675,0.9556348660605581
64,5.0,0.25,0,2,35.449077018110316,0.7166407848135665,1.295894012337553
64,5.0,0.25,0,3,35.449077018110316,1.1398047530831517,1.109124941870629
64,5.0,0.25,0,4,35.449077018110316,0.8969588490961751,0.9955731194627994
64,5.0,0.25,0,5,35.449077018110316,0.8518939344663543,0.909777400331508
64,5.0,0.25,0,6,35.449077018110316,0.8962284370809177,0.8944885535404162
64,5.0,0.25,0,7,35.449077018110316,0.9390273498448041,1.265312924347425
64,5.0,0.25,0,8,35.449077018110316,0.8122405927912725,0.7765136227671416
64,5.0,0.25,0,9,35.449077018110316,0.80823725713173,1.5362437967975107
64,5.0,0.25,0,10,35.449077018110316,1.4003588694713809,1.2445662258227084
64,5.0,0.25,0,11,35.449077018110316,1.000120632097723,1.0253202615830097
64,5.0,0.25,0,12,35.449077018110316,0.8812131310302207,1.4836577587357396
64,5.0,0.25,0,13,35.449077018110316,1.237321170368436,0.964587949832913
64,5.0,0.25,0,14,35.449077018110316,1.0914153156016122,0.7664126644932449
64,5.0,0.25,0,15,35.449077018110316,1.2940258356511665,0.927079123689754
64,5.0,0.35,1,0,25.320769298650227,0.831297606236692,0.8273187970132349
64,5.0,0.35,1,1,25.320769298650227,1.13051928871089,1.2147470897748243
64,5.0,0.35,1,2,25.320769298650227,0.8636286573093027,0.9387388743178862
64,5.0,0.35,1,3,25.320769298650227,1.27461431779585,0.9960304354790463
64,5.0,0.35,1,4,25.320769298650227,1.014064400115167,1.1265025846039938
64,5.0,0.35,1,5,25.320769298650227,0.7152818090635437,0.9661475627536118
64,5.0,0.35,1,6,25.320769298650227,1.1308258631040324,1.0673089894305559
64,5.0,0.35,1,7,25.320769298650227,0.6055706992754708,0.6675389722707423
64,5.0,0.35,1,8,25.320769298650227,1.3791509723130255,1.2758697213455217
64,5.0,0.35,1,9,25.320769298650227,0.7116589877486101,0.9366160210907085
64,5.0,0.35,1,10,25.320769298650227,1.0599342167766073,0.7184580388299783
64,5.0,0.35,1,11,25.320769298650227,0.7774834211615987,1.0941144818599795
