matrix_size,lesion_sigma_px,sigma,sigma_index,realization,dprime_analytic,h0_bottleneck_normalized,h1_bottleneck_normalized
128,5.0,0.25,0,0,35.44907701811032,0.9665593304456572,1.088745702598023
128,5.0,0.25,0,1,35.44907701811032,0.7713978193674336,1.2021328694057878
128,5.0,0.25,0,2,35.44907701811032,0.9450313012729329,1.1597454695454272
128,5.0,0.25,0,3,35.44907701811032,1.6237120372268263,1.2634414722826994
128,5.0,0.25,0,4,35.44907701811032,0.7669677627481373,0.9631992223520701
128,5.0,0.25,0,5,35.44907701811032,0.8031651114486057,0.9722065581117015
128,5.0,0.25,0,6,35.44907701811032,0.9425818069086536,1.0487584615259846
128,5.0,0.25,0,7,35.44907701811032,0.6338301614826182,1.101216092430017
128,5.0,0.25,0,8,35.44907701811032,0.975555926152611,0.9686360313510602
128,5.0,0.25,0,9,35.44907701811032,1.5673586235313182,1.3588110027114917
128,5.0,0.25,0,10,35.44907701811032,1.1398311286072347,0.9373069402558645
128,5.0,0.25,0,11,35.44907701811032,0.5763189283683894,1.3104496775460857
128,5.0,0.25,0,12,35.44907701811032,0.7577651525117749,1.0902590916253847
128,5.0,0.25,0,13,35.44907701811032,0.8647508172470045,1.058302979743911
128,5.0,0.25,0,14,35.44907701811032,0.9178583116227144,0.9938296302704845
128,5.0,0.25,0,15,35.44907701811032,0.7205402123239103,0.8872319020597901
128,5.0,0.35,1,0,25.320769298650234,0.9495279562605835,0.9277118469716005
128,5.0,0.35,1,1,25.320769298650234,0.7820814844038319,0.5978955931790534
128,5.0,0.35,1,2,25.320769298650234,0.8647447418817255,1.1239141484349604
128,5.0,0.35,1,3,25.320769298650234,0.8662013177040213,1.1258405134072147
128,5.0,0.35,1,4,25.320769298650234,1.0056290443520837,0.889270473111238
128,5.0,0.35,1,5,25.320769298650234,0.7883049399545653,0.8433294819117286
128,5.0,0.35,1,6,25.320769298650234,1.2073674627743873,1.0031935233430977
128,5.0,0.35,1,7,25.320769298650234,0.9721694788897159,0.8054297389297821
128,5.0,0.35,1,8,25.320769298650234,1.239445492594829,0.6842055426573206
128,5.0,0.35,1,9,25.320769298650234,0.8646818143110013,0.7006523399596233
128,5.0,0.35,1,10,25.320769298650234,1.028354135117701,0.9235258322113136
128,5.0,0.35,1,11,25.320769298650234,0.7459086563253445,0.994271177549798
128,5.0,0.35,1,12,25.320769298650234,1.4139117148775633,0.8157035449513909
128,5.0,0.35,1,13,25.320769298650234,0.6742831749200009,1.1048897698093851
128,5.0,0.35,1,14,25.320769298650234,1.0950164301445489,1.3916514224768657
128,5.0,0.35,1,15,25.320769298650234,1.0306352427985326,0.91407966845346
128,5.0,0.5,2,0,17.72453850905516,0.7401314584806481,0.43915528876943244
128,5.0,0.5,2,1,17.72453850905516,0.5304348163731212,0.445271072206222
128,5.0,0.5,2,2,17.72453850905516,0.679765966144745,0.42597746032491257
128,5.0,0.5,2,3,17.72453850905516,1.0842513270786385,0.7174794574895345
128,5.0,0.5,2,4,17.72453850905516,1.024753767736629,0.5621704928574913
128,5.0,0.5,2,5,17.72453850905516,0.5989711678383585,0.5253839079799787
128,5.0,0.5,2,6,17.72453850905516,0.9027103456366568,0.5419425208365272
128,5.0,0.5,2,7,17.72453850905516,0.7656626678724374,0.8493481380054895
128,5.0,0.5,2,8,17.72453850905516,0.7499470611166141,0.5621798129075237
128,5.0,0.5,2,9,17.72453850905516,0.9924319670109929,0.46662557826267614
128,5.0,0.5,2,10,17.72453850905516,0.9788977032369828,0.8785839934411106
128,5.0,0.5,2,11,17.72453850905516,0.7879345780274664,0.9720691276640028
128,5.0,0.5,2,12,17.72453850905516,0.9845361907947054,0.45952634208963383
128,5.0,0.5,2,13,17.72453850905516,0.4715467645292014,1.366813630294922
128,5.0,0.5,2,14,17.72453850905516,0.5947896597073511,1.1322655871070262
128,5.0,0.5,2,15,17.72453850905516,0.6461246968447829,0.46941468493526606
128,5.0,0.5,2,16,17.72453850905516,0.7334287359390391,0.686369060653431
128,5.0,0.5,2,17,17.72453850905516,0.7374744894789236,0.6304125547242981
128,5.0,0.5,2,18,17.72453850905516,0.9114377745491684,0.7010113893625884
128,5.0,0.5,2,19,17.72453850905516,0.8320629878074881,0.6133777985575074
128,5.0,0.5,2,20,17.72453850905516,0.6527923469221018,0.5090070200777349
128,5.0,0.5,2,21,17.72453850905516,0.5594262874632542,0.7174502203046937
128,5.0,0.5,2,22,17.72453850905516,0.8151117902437939,0.447442862778255
128,5.0,0.5,2,23,17.72453850905516,1.2536752514471559,0.45382890441384177
128,5.0,0.5,2,24,17.72453850905516,0.843331241545176,0.7761557170570372
128,5.0,0.5,2,25,17.72453850905516,0.7342091425683531,0.5659860483086894
128,5.0,0.5,2,26,17.72453850905516,1.204486907087619,0.8775908315258362
128,5.0,0.5,2,27,17.72453850905516,0.7945105695444719,0.46682313439722467
128,5.0,0.5,2,28,17.72453850905516,1.0282319338545847,0.5686264946127761
128,5.0,0.5,2,29,17.72453850905516,0.8969970168320531,0.6293858569249013
128,5.0,0.5,2,30,17.72453850905516,0.8425325752933401,0.5445626290163711
128,5.0,0.5,2,31,17.72453850905516,0.8566441503236824,0.3973494485298523
128,5.0,0.5,2,32,17.72453850905516,0.523884375205167,0.7729094328454982
128,5.0,0.5,2,33,17.72453850905516,0.6600938693796181,0.5249125668367294
128,5.0,0.5,2,34,17.72453850905516,1.1504228121215028,0.4913989674898211
128,5.0,0.5,2,35,17.72453850905516,0.7535652058517561,1.0050039280096281
128,5.0,0.5,2,36,17.72453850905516,0.8494536821979457,0.5883570387419115
128,5.0,0.5,2,37,17.72453850905516,0.529456990074286,0.29759436467693234
128,5.0,0.5,2,38,17.72453850905516,0.48944121934092555,0.7390474138836529
128,5.0,0.5,2,39,17.72453850905516,0.6308125452627464,0.8141186461590995
128,5.0,0.5,2,40,17.72453850905516,0.9701916569938203,0.3932942258061336
128,5.0,0.5,2,41,17.72453850905516,0.9568046280759992,0.6154923425304094
128,5.0,0.5,2,42,17.72453850905516,1.1434604187490944,0.5709540906243317
128,5.0,0.5,2,43,17.72453850905516,0.6727334263243546,0.5990724096191284
128,5.0,0.5,2,44,17.72453850905516,0.5662808007505984,0.5738376476185436
128,5.0,0.5,2,45,17.72453850905516,0.7725846254982256,0.5927062736986701
128,5.0,0.5,2,46,17.72453850905516,1.1765438874167584,0.5939268717374819
128,5.0,0.5,2,47,17.72453850905516,0.638408516684266,0.6224334137262253
128,5.0,0.5,2,48,17.72453850905516,0.6360665880013392,0.5170550093969077
128,5.0,0.5,2,49,17.72453850905516,0.9529601076686889,0.9043980979257571
128,5.0,0.5,2,50,17.72453850905516,0.5886723791372819,0.6288450414345915
128,5.0,0.5,2,51,17.72453850905516,0.6180408506119375,0.659511324246874
128,5.0,0.5,2,52,17.72453850905516,0.669463328255874,0.4997678082141924
128,5.0,0.5,2,53,17.72453850905516,0.7775907021580815,0.8402328554405509
128,5.0,0.5,2,54,17.72453850905516,0.9149047022822475,0.7266527660673977
128,5.0,0.5,2,55,17.72453850905516,1.0031739532793447,0.6664625825330884
128,5.0,0.5,2,56,17.72453850905516,0.9496512858337179,0.7672031163239941
128,5.0,0.5,2,57,17.72453850905516,0.8564976565160267,0.7027880758279277
128,5.0,0.5,2,58,17.72453850905516,0.5364136711227587,0.776022572619105
128,5.0,0.5,2,59,17.72453850905516,0.7849612392550622,0.6751810076445648
128,5.0,0.5,2,60,17.72453850905516,0.883433371838213,0.5707685459743101
128,5.0,0.5,2,61,17.72453850905516,0.8785611336186747,0.5341243191293261
128,5.0,0.5,2,62,17.72453850905516,0.6576231292023618,0.7226181791484309
128,5.0,0.5,2,63,17.72453850905516,0.9827387797852849,0.4998282843426054
128,5.0,0.65,3,0,13.634260391580893,0.33318434276622005,0.3683181433848746
128,5.0,0.65,3,1,13.634260391580893,0.7409723929155737,0.9243366039017492
128,5.0,0.65,3,2,13.634260391580893,0.3208789790553465,0.3588976132685636
128,5.0,0.65,3,3,13.634260391580893,0.7678441749799221,0.5161047566047603
128,5.0,0.65,3,4,13.634260391580893,0.4911621044128719,0.2682976088286034
128,5.0,0.65,3,5,13.634260391580893,0.7828053795872499,0.6027571100823401
128,5.0,0.65,3,6,13.634260391580893,0.6320465687327277,0.30252135503963457
128,5.0,0.65,3,7,13.634260391580893,0.6100261885889094,0.37587582979947004
128,5.0,0.65,3,8,13.634260391580893,0.548970236544944,0.3793640914168817
128,5.0,0.65,3,9,13.634260391580893,0.4330053929024799,0.49713779662376417
128,5.0,0.65,3,10,13.634260391580893,1.006295676359146,0.3998047172956001
128,5.0,0.65,3,11,13.634260391580893,0.6283639223490385,0.6650269596225948
128,5.0,0.65,3,12,13.634260391580893,0.5797830428326747,0.2958442772238137
128,5.0,0.65,3,13,13.634260391580893,0.868781751022026,0.48039943940709373
128,5.0,0.65,3,14,13.634260391580893,0.3249677362598223,0.3818469014450651
128,5.0,0.65,3,15,13.634260391580893,0.53187060799026,0.23420699977781942
128,5.0,0.65,3,16,13.634260391580893,0.9505913476976765,0.4185302726108037
128,5.0,0.65,3,17,13.634260391580893,0.6931034799077976,0.5577159632120536
128,5.0,0.65,3,18,13.634260391580893,0.38775678066654623,0.47722750625052
128,5.0,0.65,3,19,13.634260391580893,0.5015683922923735,0.2536403843404556
128,5.0,0.65,3,20,13.634260391580893,0.6138599350323144,0.4138963312605663
128,5.0,0.65,3,21,13.634260391580893,0.6260508767622186,0.545354525836318
128,5.0,0.65,3,22,13.634260391580893,0.5690173938770918,0.505629997009081
128,5.0,0.65,3,23,13.634260391580893,0.8255712504990452,0.32532066091079787
128,5.0,0.65,3,24,13.634260391580893,0.7961133313040618,0.7630031483505999
128,5.0,0.65,3,25,13.634260391580893,0.53483920119541,0.4478596774939203
128,5.0,0.65,3,26,13.634260391580893,0.596140499143408,0.23990512708153264
128,5.0,0.65,3,27,13.634260391580893,0.7680780011395665,0.3926667945280066
128,5.0,0.65,3,28,13.634260391580893,0.46630252244016085,0.4648240177495496
128,5.0,0.65,3,29,13.634260391580893,0.6637858117516763,0.4046148461799517
128,5.0,0.65,3,30,13.634260391580893,0.5073333106829342,0.4259335284105029
128,5.0,0.65,3,31,13.634260391580893,0.5310685926969232,0.7883830220488373
128,5.0,0.65,3,32,13.634260391580893,0.6626781660903936,0.520489347826609
128,5.0,0.65,3,33,13.634260391580893,0.6846281560540217,0.36480699350370144
128,5.0,0.65,3,34,13.634260391580893,0.7267232060626101,0.31165295010325933
128,5.0,0.65,3,35,13.634260391580893,0.6602169234901749,0.4919628331846558
128,5.0,0.65,3,36,13.634260391580893,0.7491779604991071,0.35745055801957143
