matrix_size,lesion_sigma_px,sigma,sigma_index,realization,dprime_analytic,h0_bottleneck_normalized,h1_bottleneck_normalized
64,7.0,0.25,0,0,49.62870782067564,0.9003143376839089,1.1581653272337133
64,7.0,0.25,0,1,49.62870782067564,1.306309395553664,1.9695567347401775
64,7.0,0.25,0,2,49.62870782067564,0.9809142555875785,1.3485195981795566
64,7.0,0.25,0,3,49.62870782067564,1.0103818409909762,1.2308378804688738
64,7.0,0.25,0,4,49.62870782067564,1.3562516590524392,1.1590000362124102
64,7.0,0.25,0,5,49.62870782067564,0.9328081678844433,1.3097466586329594
64,7.0,0.25,0,6,49.62870782067564,1.2066048800928657,1.0586463261826586
64,7.0,0.25,0,7,49.62870782067564,1.2692851234348415,1.2544517442113141
64,7.0,0.25,0,8,49.62870782067564,1.1328961014891563,1.414565310668619
64,7.0,0.25,0,9,49.62870782067564,1.0231564318353308,1.3842363180821446
64,7.0,0.25,0,10,49.62870782067564,1.2412218110768762,1.3069157412187313
64,7.0,0.25,0,11,49.62870782067564,0.9446507634123246,0.9839559868309543
64,7.0,0.25,0,12,49.62870782067564,1.0966742463880836,0.9681781842942696
64,7.0,0.25,0,13,49.62870782067564,1.299617398969936,1.2257266385855652
64,7.0,0.25,0,14,49.62870782067564,1.0338572690137195,1.2519236403213245
64,7.0,0.25,0,15,49.62870782067564,0.9824041421570948,1.3713659202489068
64,7.0,0.35,1,0,35.44907701476832,1.0542837747631582,0.9646657710026857
64,7.0,0.35,1,1,35.44907701476832,0.8654670156072702,1.1086212709593346
64,7.0,0.35,1,2,35.44907701476832,1.3516013563206832,1.0149949445146311
64,7.0,0.35,1,3,35.44907701476832,1.2396158747305417,1.0963839187096154
64,7.0,0.35,1,4,35.44907701476832,0.8130108254103108,1.2557954555656412
64,7.0,0.35,1,5,35.44907701476832,1.1609142310051581,1.0407324312539235
64,7.0,0.35,1,6,35.44907701476832,1.054425550575979,0.9409550849409367
64,7.0,0.35,1,7,35.44907701476832,1.102516894332564,1.3186472803146656
64,7.0,0.35,1,8,35.44907701476832,0.9336551228660611,1.1277759789732822
64,7.0,0.35,1,9,35.44907701476832,1.1011692283258436,1.2095748008413303
64,7.0,0.35,1,10,35.44907701476832,1.1372332056443923,1.02176710987884
64,7.0,0.35,1,11,35.44907701476832,1.2661648307102975,1.1618034919045477
64,7.0,0.35,1,12,35.44907701476832,1.0364683824756333,1.2351130962833032
64,7.0,0.35,1,13,35.44907701476832,1.2616901157251417,1.0115747949688019
64,7.0,0.35,1,14,35.44907701476832,1.4127625979745253,1.0307004340063513
64,7.0,0.35,1,15,35.44907701476832,1.3532566520407388,1.099625036256632
64,7.0,0.5,2,0,24.81435391033782,1.270000779928289,0.7647634004552386
64,7.0,0.5,2,1,24.81435391033782,0.8832298271559517,1.0466712382145607
64,7.0,0.5,2,2,24.81435391033782,1.0371473557001298,1.1778508345951046
64,7.0,0.5,2,3,24.81435391033782,0.9658884099747063,1.030174401279947
64,7.0,0.5,2,4,24.81435391033782,0.7113935468219089,1.083252158183052
64,7.0,0.5,2,5,24.81435391033782,1.0340215429494066,0.8317018624453181
64,7.0,0.5,2,6,24.81435391033782,1.055183291614548,0.8625024186611656
64,7.0,0.5,2,7,24.81435391033782,1.0207867235488863,0.8252832078559053
64,7.0,0.5,2,8,24.81435391033782,1.1404586182662633,0.8337853734069511
64,7.0,0.5,2,9,24.81435391033782,0.8831817113517157,0.8813769988714385
64,7.0,0.5,2,10,24.81435391033782,0.831571343441244,0.6749112970222255
64,7.0,0.5,2,11,24.81435391033782,0.9090658410692327,0.9386311600862598
64,7.0,0.5,2,12,24.81435391033782,1.0598626901418884,0.6789768974897035
64,7.0,0.5,2,13,24.81435391033782,1.1129771118732041,1.2464696969592923
64,7.0,0.5,2,14,24.81435391033782,0.9997082728743156,1.156957779860625
64,7.0,0.5,2,15,24.81435391033782,1.3557739024391178,0.7783366618889664
64,7.0,0.5,2,16,24.81435391033782,1.0855709091802512,0.9572106674187544
64,7.0,0.5,2,17,24.81435391033782,1.208085876245926,0.732030008883127
64,7.0,0.5,2,18,24.81435391033782,0.945969657980573,0.8815080483971329
64,7.0,0.5,2,19,24.81435391033782,0.905974393560808,0.9737839812989737
64,7.0,0.5,2,20,24.81435391033782,1.1232091513881581,0.9239343866514622
64,7.0,0.5,2,21,24.81435391033782,1.3790179058683631,1.1971000892040022
64,7.0,0.5,2,22,24.81435391033782,0.8870700878011833,0.9073202229199289
64,7.0,0.5,2,23,24.81435391033782,1.1759689525507402,1.2474151832696236
64,7.0,0.5,2,24,24.81435391033782,1.0594487005313096,1.0058733329860283
64,7.0,0.5,2,25,24.81435391033782,1.203472458811781,0.8901223445556941
64,7.0,0.5,2,26,24.81435391033782,1.0839711420816474,0.9392033326301243
64,7.0,0.5,2,27,24.81435391033782,0.95011678559103,0.9060769574434242
64,7.0,0.5,2,28,24.81435391033782,1.03318508365619,1.0439102840506507
64,7.0,0.5,2,29,24.81435391033782,0.8667911378377312,0.8549559242657783
64,7.0,0.5,2,30,24.81435391033782,1.1830626134929847,0.7140840380861329
64,7.0,0.5,2,31,24.81435391033782,0.938511257063368,0.7766666895570515
64,7.0,0.5,2,32,24.81435391033782,0.8010866312337193,0.859051912115687
64,7.0,0.5,2,33,24.81435391033782,0.8778902765871065,0.7417179268041585
64,7.0,0.5,2,34,24.81435391033782,1.0453972659603763,0.8074618540689316
64,7.0,0.5,2,35,24.81435391033782,1.2364188944645913,0.8827844408247293
64,7.0,0.5,2,36,24.81435391033782,0.9041212510367653,1.091191037292324
64,7.0,0.5,2,37,24.81435391033782,1.052698344510444,0.9138048958132987
64,7.0,0.5,2,38,24.81435391033782,0.8088139621532164,0.5759167642932257
64,7.0,0.5,2,39,24.81435391033782,0.9709688685744355,0.7192417573317575
64,7.0,0.5,2,40,24.81435391033782,0.8928110073973012,0.8663436193128007
64,7.0,0.5,2,41,24.81435391033782,1.0175329988636719,0.9647860478683443
64,7.0,0.5,2,42,24.81435391033782,0.8556176347859894,1.0637960537729803
64,7.0,0.5,2,43,24.81435391033782,0.8444547646476037,0.6582228799700507
64,7.0,0.5,2,44,24.81435391033782,0.9373102977704062,0.9428829401642121
64,7.0,0.5,2,45,24.81435391033782,0.9521441977683489,0.6211231305955001
64,7.0,0.5,2,46,24.81435391033782,1.0101504593324961,0.7672073634955243
64,7.0,0.5,2,47,24.81435391033782,1.3404536533422,0.7053204373582833
64,7.0,0.5,2,48,24.81435391033782,1.2391324563467832,0.9037556773535712
64,7.0,0.5,2,49,24.81435391033782,1.4101780182470294,0.9788510434481912
64,7.0,0.5,2,50,24.81435391033782,1.209943709566704,0.9720235787331203
64,7.0,0.5,2,51,24.81435391033782,1.017978318669214,0.8106293439239831
64,7.0,0.5,2,52,24.81435391033782,0.968778838460618,0.8787864744114459
64,7.0,0.5,2,53,24.81435391033782,1.0844103702121242,1.2095412439211697
64,7.0,0.5,2,54,24.81435391033782,0.930694413144286,0.8083948272594155
64,7.0,0.5,2,55,24.81435391033782,1.0216179660860971,0.726072475364165
64,7.0,0.5,2,56,24.81435391033782,0.7970810911526822,1.1684383660115938
64,7.0,0.5,2,57,24.81435391033782,1.1778658659391306,1.0806227278471363
64,7.0,0.5,2,58,24.81435391033782,1.1340657209411593,0.6909493811955836
64,7.0,0.5,2,59,24.81435391033782,1.0160796249579163,0.9900593920084924
64,7.0,0.5,2,60,24.81435391033782,0.7745087841960165,0.9248724042453467
64,7.0,0.5,2,61,24.81435391033782,0.8862295714159167,0.7516724172444776
64,7.0,0.5,2,62,24.81435391033782,0.8973225630961712,1.0839418013729132
64,7.0,0.5,2,63,24.81435391033782,1.0172415144989089,1.0797202144709295
64,7.0,0.65,3,0,19.08796454641371,0.814895022125846,0.8644256987677839
64,7.0,0.65,3,1,19.08796454641371,0.7077718291563613,0.5468139648054463
64,7.0,0.65,3,2,19.08796454641371,0.9971201449249913,0.8028730517593564
64,7.0,0.65,3,3,19.08796454641371,0.8373707207027231,0.9305407270521228
64,7.0,0.65,3,4,19.08796454641371,0.6872782397184353,0.5029524816513548
64,7.0,0.65,3,5,19.08796454641371,0.6906065757972117,0.8662776251412249
64,7.0,0.65,3,6,19.08796454641371,0.8315557968561332,0.6216836014684296
64,7.0,0.65,3,7,19.08796454641371,0.8644829330864661,0.9502293016847714
64,7.0,0.65,3,8,19.08796454641371,0.7725169786492293,0.5985846151699467
64,7.0,0.65,3,9,19.08796454641371,1.0492416646082363,0.6054949686610276
64,7.0,0.65,3,10,19.08796454641371,1.0822777343803927,0.8510708112603268
64,7.0,0.65,3,11,19.08796454641371,0.6701660980194782,0.7954525796138858
64,7.0,0.65,3,12,19.08796454641371,0.9970774439456369,0.8786629105718826
64,7.0,0.65,3,13,19.08796454641371,0.9874521447547728,0.6817006005342142
64,7.0,0.65,3,14,19.08796454641371,0.8511590331489709,0.6534652713775525
64,7.0,0.65,3,15,19.08796454641371,1.0207765855778475,0.7746526731801515
64,7.0,0.65,3,16,19.08796454641371,0.8399426035969464,0.7400930361790873
64,7.0,0.65,3,17,19.08796454641371,0.9483135186002916,0.6303522164115419
64,7.0,0.65,3,18,19.08796454641371,0.9929297120095677,0.596330359750149
64,7.0,0.65,3,19,19.08796454641371,1.0590764713952403,0.5451745319741771
64,7.0,0.65,3,20,19.08796454641371,0.8214217876207391,0.7175293952205105
64,7.0,0.65,3,21,19.08796454641371,0.9769188278889336,0.8649923313085986
64,7.0,0.65,3,22,19.08796454641371,0.8095967597055953,0.5905716253456058
64,7.0,0.65,3,23,19.08796454641371,0.7005168676039506,0.6370699170214557
64,7.0,0.65,3,24,19.08796454641371,0.9711447035138565,0.568735832971138
64,7.0,0.65,3,25,19.08796454641371,0.7917063011413384,0.6902604125945553
64,7.0,0.65,3,26,19.08796454641371,0.8889940084696724,0.7785521483891162
64,7.0,0.65,3,27,19.08796454641371,1.0405208083570634,0.9357088355971009
64,7.0,0.65,3,28,19.08796454641371,0.8241974163119256,0.5784825644125876
64,7.0,0.65,3,29,19.08796454641371,0.72407449172746,0.9138408030547556
64,7.0,0.65,3,30,19.08796454641371,0.7649322713661746,0.6270932646286271
64,7.0,0.65,3,31,19.08796454641371,0.7936137696295417,0.8149765633153522
64,7.0,0.65,3,32,19.08796454641371,0.8324906857333934,0.8368168189208129
64,7.0,0.65,3,33,19.08796454641371,0.8672693065157485,0.7424733035418143
64,7.0,0.65,3,34,19.08796454641371,0.6110465163227359,0.6055579454080943
64,7.0,0.65,3,35,19.08796454641371,0.85805560235342,0.7432149341045582
64,7.0,0.65,3,36,19.08796454641371,0.6472891905080497,0.6320789675326887
64,7.0,0.65,3,37,19.08796454641371,0.7628087348696263,0.6727594230758089
64,7.0,0.65,3,38,19.08796454641371,0.9474309607690513,0.7107823549271289
64,7.0,0.65,3,39,19.08796454641371,0.9802742700732899,0.5286444228308719
64,7.0,0.65,3,40,19.08796454641371,1.0099636323354617,0.719409926759291
64,7.0,0.65,3,41,19.08796454641371,0.9227294761626376,0.5073094031318851
64,7.0,0.65,3,42,19.08796454641371,0.8749202571867488,0.6316092903484073
64,7.0,0.65,3,43,19.08796454641371,1.0639212367517479,0.5106469506247704
64,7.0,0.65,3,44,19.08796454641371,0.6917306133380425,0.5232478194828867
64,7.0,0.65,3,45,19.08796454641371,0.744100856626348,0.6402989544498691
64,7.0,0.65,3,46,19.08796454641371,1.1158226887671194,0.812024378900992
64,7.0,0.65,3,47,19.08796454641371,0.9791350439958928,0.588759336012745
64,7.0,0.65,3,48,19.08796454641371,0.7391257443217378,0.9183714496912432
64,7.0,0.65,3,49,19.08796454641371,1.069273295562975,0.7772163568525161
64,7.0,0.65,3,50,19.08796454641371,0.8589321873791376,0.8356379022776353
64,7.0,0.65,3,51,19.08796454641371,0.7352258455671464,0.6206052314035745
64,7.0,0.65,3,52,19.08796454641371,0.8002533505368294,1.0953922981847477
64,7.0,0.65,3,53,19.08796454641371,0.9709377006971701,1.0811707999959776
64,7.0,0.65,3,54,19.08796454641371,0.6468042773984409,0.4924660779398798
64,7.0,0.65,3,55,19.08796454641371,1.0216449004739907,0.5570564558621978
64,7.0,0.65,3,56,19.08796454641371,0.612480615421954,0.559666445791807
64,7.0,0.65,3,57,19.08796454641371,0.8623995484025895,0.5864420969592311
64,7.0,0.65,3,58,19.08796454641371,0.7372565564768981,0.5765679087646273
64,7.0,0.65,3,59,19.08796454641371,1.1914006274600961,0.8725508004664078
64,7.0,0.65,3,60,19.08796454641371,1.028126875759546,0.6383688321218501
64,7.0,0.65,3,61,19.08796454641371,0.7347851742076557,0.8778959050380808
64,7.0,0.65,3,62,19.08796454641371,0.9846897232186963,0.600624779098541
64,7.0,0.65,3,63,19.08796454641371,0.8429961580294103,0.8110540555884116
